Protein_Id	GO:1990234	GO:1903561	GO:0005740	GO:0070013	GO:0005789
Q9NUQ2	0	0	1	0	1
Q8N5Z5	1	0	0	0	0
Q8N3J5	0	0	0	1	0
Q9BSJ2	0	0	0	1	0
Q9NUV7	1	0	0	0	1
Q9P2N6	1	0	0	1	0
O75575	1	0	0	1	0
Q16534	0	0	0	1	0
Q14CX7	1	0	0	0	0
Q5TZA2	0	1	0	0	0
Q12959	0	1	0	0	0
Q92766	0	1	0	1	0
P18827	0	1	0	1	0
Q92748	0	0	0	1	0
Q16695	0	1	0	1	0
Q9Y2E5	0	1	0	1	0
Q9UHR5	0	0	0	1	0
P01275	0	0	0	1	0
Q9Y6X5	0	1	0	0	0
O95785	0	1	0	1	0
P68400	0	0	0	1	0
Q8NHQ9	0	0	0	1	0
P01112	0	0	0	1	0
Q14790	0	0	1	1	0
P09601	0	0	0	0	1
Q9BYW2	0	0	0	1	0
P61586	0	1	0	0	1
Q9UL18	0	0	0	1	0
Q9NRG0	1	0	0	1	0
Q96M94	1	0	0	0	0
Q9UKF6	0	0	0	1	0
Q8TB96	0	1	0	0	0
O14727	0	1	0	1	0
O94818	0	0	0	1	0
P54709	0	1	0	0	0
P24298	0	1	0	0	0
Q9NRN5	0	1	0	0	0
Q5JUK2	0	0	0	1	0
Q00987	0	0	0	1	0
P55201	1	0	0	1	0
Q9H422	0	0	0	1	0
Q9BY77	0	0	0	1	0
P17342	0	1	0	0	0
Q15475	0	0	0	1	0
P18846	0	0	0	1	0
O14746	1	0	0	1	0
P53007	0	1	1	0	0
Q9HAW0	0	0	0	1	0
Q3KNV8	1	0	0	1	0
Q86YC2	0	0	0	1	0
Q12841	0	1	0	1	0
Q8TDN6	0	0	0	1	0
Q8TCN5	1	0	0	1	0
Q7Z699	0	0	0	1	0
Q96CB9	0	0	0	1	0
Q03167	0	1	0	0	0
O14979	0	0	0	1	0
Q9NWZ8	0	0	0	1	0
Q05516	0	0	0	1	0
Q9H2G9	0	0	0	1	0
Q9NVM4	0	0	0	1	0
P35659	0	0	0	1	0
Q01094	0	0	0	1	0
P35998	0	0	0	1	0
Q9UK99	0	0	0	1	0
Q14872	0	0	0	1	0
Q9BT04	0	1	0	0	0
Q12805	0	1	0	0	0
O15296	0	1	0	0	0
Q9Y3C6	0	0	0	1	0
Q9BZJ0	0	0	0	1	0
Q02218	1	0	1	1	0
Q00597	0	0	0	1	0
Q9UKU7	0	0	0	1	0
P54710	0	1	0	0	0
O00560	0	1	0	1	0
Q9BT22	0	0	0	0	1
Q9NP71	0	0	0	1	0
P10589	0	0	0	1	0
P18850	0	0	0	1	1
Q9Y2S7	0	0	0	1	0
Q99583	0	0	0	1	0
O75925	0	0	0	1	0
Q6JQN1	0	0	0	1	0
Q9BUE0	0	0	0	1	0
Q8WYA1	0	0	0	1	0
Q9BVG8	0	1	0	0	0
Q969K4	1	0	0	1	0
O95972	0	0	0	1	0
P58004	1	0	0	0	0
P35606	0	0	0	0	1
Q9Y2G2	0	0	0	1	0
P02730	0	1	0	0	0
P23526	0	1	0	0	0
Q9UHD2	0	0	0	1	0
O43521	0	0	1	0	0
P50539	0	0	0	1	0
O43324	0	0	0	1	0
Q8TDD1	0	0	0	1	0
Q9HBG4	0	1	0	0	0
Q49AG3	0	0	0	1	0
Q5TEU4	0	0	1	0	0
P07998	0	1	0	0	0
Q9HCN2	0	0	0	1	0
P50549	0	0	0	1	0
P19544	0	0	0	1	0
Q13111	0	0	0	1	0
Q8WTV0	0	1	0	0	0
Q03405	0	0	0	1	1
P05771	0	1	0	1	0
Q6N069	0	1	0	0	0
Q9NRX4	0	1	0	0	0
P61812	0	0	0	1	0
Q9GZY8	0	0	1	0	0
Q9BXP5	0	0	0	1	0
Q6NUN0	0	0	0	1	0
Q9ULV3	0	0	0	1	0
Q9UL03	0	0	0	1	0
P52435	1	0	0	1	0
Q96QK1	0	1	0	0	0
Q969H0	1	0	0	1	0
Q8NB37	0	1	0	0	0
Q96GE9	0	0	1	0	0
P20585	0	0	0	1	0
P45880	0	0	1	1	0
Q9UHG0	0	0	0	1	0
P14324	0	0	0	1	0
Q9UMX2	0	0	0	1	0
Q15365	0	1	0	1	0
Q86V15	0	0	0	1	0
Q6ZSZ6	0	0	0	1	0
Q9UKT4	0	0	0	1	0
P19474	1	0	0	1	0
Q8N3Y7	0	0	0	0	1
Q8N392	0	0	0	1	0
Q9P2G1	1	0	0	0	0
Q86XI2	0	0	0	1	0
Q12788	0	0	0	1	0
P24158	0	1	0	1	0
Q15643	0	0	0	1	0
Q9NRA1	0	1	0	1	0
O75159	1	0	0	0	0
Q7Z5L9	0	0	0	1	0
P25815	0	1	0	1	0
Q9BYD1	0	0	1	1	0
Q9Y277	0	1	1	0	0
Q71U36	0	1	0	0	0
O95347	0	1	0	1	0
Q8NEB9	1	0	0	0	0
Q9NQC1	1	1	0	1	0
P08048	0	0	0	1	0
O60293	0	0	0	1	0
P49427	0	0	0	1	0
Q9H1B7	0	0	0	1	0
Q15629	0	0	0	0	1
Q8IWA5	0	1	0	0	0
Q86VE9	0	1	0	0	0
Q16769	0	1	0	1	0
Q8TE76	0	0	0	1	0
P50570	0	1	0	0	0
Q9Y2I8	0	0	0	1	0
O95486	0	0	0	0	1
A2RRH5	0	0	0	1	0
Q9UKG1	0	1	0	0	0
Q9H300	0	0	1	0	0
Q9UKV0	1	0	0	1	0
Q9BRU9	0	0	0	1	0
P43251	0	1	0	1	0
Q8IZL2	0	0	0	1	0
Q16799	0	0	0	0	1
Q9H8P0	0	0	0	0	1
Q9H3F6	1	0	0	1	0
Q9UBL3	1	0	0	1	0
P62081	0	0	0	1	0
O60291	0	1	0	0	0
Q9UHN6	0	1	0	0	0
Q16254	0	0	0	1	0
Q15306	0	0	0	1	0
Q15185	0	0	0	1	0
Q15054	1	0	0	1	0
Q5JS37	0	0	0	1	0
Q96SF7	0	0	0	1	0
Q8IXI2	0	0	1	0	0
Q9HCN4	0	0	0	1	0
Q99502	0	0	0	1	0
Q96HS1	0	0	1	0	0
P28356	0	0	0	1	0
P51817	0	0	0	1	0
O43172	0	0	0	1	0
Q14993	0	0	0	1	0
Q5TEA6	1	0	0	0	1
Q9UBD0	0	0	0	1	0
O60830	0	0	1	0	0
Q5FWF6	0	0	0	1	0
O00629	0	0	0	1	0
P24347	0	0	0	1	0
O95104	0	0	0	1	0
Q8WWI5	0	1	1	1	0
Q9H2D1	0	0	1	0	0
P17927	0	1	0	0	0
P22670	0	0	0	1	0
O95400	0	0	0	1	0
O00469	0	1	0	0	1
Q04741	0	0	0	1	0
P15538	0	0	1	0	0
Q13291	0	1	0	0	0
Q86SF2	0	1	0	0	0
Q6UXG2	0	1	0	0	0
Q53S58	0	0	1	0	0
Q96QR8	0	0	0	1	0
Q96AH0	0	0	0	1	0
Q6ZNB6	0	0	0	1	0
Q06265	0	1	0	1	0
Q7L2Z9	0	0	0	1	0
Q2M1K9	0	0	0	1	0
P19484	0	0	0	1	0
Q96Q11	0	0	0	1	0
P00751	0	1	0	0	0
Q53R12	0	0	0	0	1
Q9NTQ9	0	0	0	1	0
P36956	0	0	0	1	1
P10244	0	0	0	1	0
Q6KC79	0	1	0	1	0
P01903	0	1	0	0	1
Q9UK61	0	0	0	1	0
Q5JTJ3	0	0	1	1	0
Q93075	0	0	0	1	0
P09341	0	0	0	1	0
P28702	0	0	0	1	0
O95696	1	0	0	1	0
Q8IVH4	0	0	0	1	0
Q8N8R3	0	0	1	0	0
P32322	0	0	0	1	0
P35452	0	0	0	1	0
P00492	0	1	0	0	0
Q9UBM7	0	0	0	0	1
O76062	0	0	0	0	1
P29323	0	0	0	1	0
Q7L2E3	0	0	0	1	0
Q9NRX2	0	0	1	1	0
Q8NFU5	0	0	0	1	0
Q499Z4	0	0	0	1	0
O94992	0	0	0	1	0
Q8TBB6	0	0	0	1	0
Q9H2C0	1	0	0	0	0
P12931	0	1	1	0	0
Q9H336	0	1	0	0	0
Q9H6F5	0	0	0	1	0
Q9HBM0	0	0	0	1	0
O60231	0	0	0	1	0
Q8NCK7	0	0	0	0	1
Q9HCJ5	1	0	0	0	0
O76041	0	1	0	0	0
P35249	0	0	0	1	0
Q8TDC3	0	0	0	1	0
Q92565	0	0	0	1	0
Q96PM9	0	0	0	1	0
P49821	0	0	1	0	0
Q3SY69	0	1	0	1	0
Q9NQ92	0	0	0	1	0
Q9GZV8	0	0	0	1	0
Q6UX06	0	1	0	1	0
Q96PC5	0	0	0	0	1
Q7Z7L1	0	0	0	1	0
Q96JH7	0	0	0	1	0
O15042	0	0	0	1	0
Q9BTC8	0	0	0	1	0
O60284	0	0	0	1	0
Q92506	0	0	0	1	0
O14920	1	0	0	0	0
O43913	0	0	0	1	0
Q9Y466	0	0	0	1	0
Q9Y478	1	0	0	1	0
P82664	0	0	1	1	0
P49788	0	1	0	0	0
Q53F19	0	0	0	1	0
Q8IX94	0	0	0	0	1
Q9UQ16	0	1	0	0	0
Q9H6T0	0	0	0	1	0
O95196	0	0	0	1	0
P23771	0	0	0	1	0
Q5QJE6	0	0	0	1	0
P17028	0	0	0	1	0
P11177	0	0	0	1	0
Q9H081	0	0	0	1	0
P53041	0	0	0	1	0
P15408	0	0	0	1	0
Q6ISB3	0	0	0	1	0
Q5FWF5	0	0	0	1	0
P11309	0	0	0	1	0
Q9HD34	0	0	0	1	0
Q9HAZ2	0	0	0	1	0
Q6VN20	1	0	0	0	0
Q16539	0	0	0	1	0
Q9UDX4	0	1	0	0	0
Q9H8X2	0	0	0	1	0
Q5TBB1	0	0	0	1	0
Q14493	0	0	0	1	0
Q16401	0	0	0	1	0
P28332	0	1	0	0	0
Q8WY91	0	0	0	1	0
Q92753	0	0	0	1	0
Q9UFW8	0	0	0	1	0
Q9BYV7	0	0	0	1	0
Q96EF6	1	0	0	0	0
P35030	0	0	0	1	0
P23396	0	1	1	1	0
A0AUZ9	1	0	0	1	0
Q96FV9	0	0	0	1	0
Q9UPQ8	0	0	0	0	1
Q96BW5	0	1	0	0	0
P46779	0	1	0	0	0
Q9ULD0	1	0	0	0	0
Q9NS98	0	1	0	0	0
Q9BV20	0	0	0	1	0
Q9BRK3	0	1	0	1	0
O75161	0	0	0	1	0
Q9HB96	0	0	0	1	0
Q3ZAQ7	0	0	0	0	1
Q8NCN5	0	0	0	1	0
Q7LBR1	0	1	0	1	0
Q9NQG6	0	0	1	0	0
O00159	0	1	0	1	0
P19827	0	1	0	0	0
P24462	0	0	0	0	1
Q9H211	0	0	0	1	0
O94826	0	1	1	0	0
Q68DA7	0	0	0	0	1
Q92674	0	0	0	1	0
Q8WZ73	0	0	0	1	0
Q9BW04	0	1	0	0	0
Q16611	0	0	1	0	0
Q99755	0	0	0	1	0
Q6P2E9	0	0	0	1	0
P49585	0	0	0	0	1
Q14185	0	0	0	1	0
Q9BSB4	0	0	0	0	1
Q9H5K3	0	0	0	0	1
Q02556	0	0	0	1	0
Q8NBL3	0	0	0	0	1
P12755	0	0	0	1	0
P56279	0	0	0	1	0
O75955	0	1	0	0	0
Q5D1E8	0	0	0	1	1
P00352	0	1	0	0	0
P10276	0	0	0	1	0
Q99607	0	0	0	1	0
Q92930	0	1	0	1	0
P63098	0	0	0	1	0
Q6NUJ5	0	0	0	1	0
Q16819	0	1	0	0	0
P53804	0	0	0	1	0
P14555	0	1	0	0	1
Q8NBM8	0	0	0	1	0
P0DJD7	0	1	0	1	0
Q96SC8	0	0	0	1	0
Q5JWF2	0	1	0	0	0
Q96LA8	0	0	0	1	0
Q8N2Y8	0	1	0	0	0
Q8N5K1	0	0	1	0	1
Q05932	0	0	0	1	0
O75688	0	0	0	1	0
Q12906	0	0	0	1	0
Q99684	0	0	0	1	0
Q9UMN6	1	0	0	1	0
P16422	0	1	0	0	0
Q9H0R4	0	1	0	0	0
Q9BUK6	0	0	1	0	0
P61247	0	1	0	1	0
Q8TB37	0	0	0	1	0
P50552	0	1	0	0	0
P62487	1	0	0	1	0
Q99805	0	1	0	0	0
P29375	1	0	0	1	0
P23443	0	0	0	1	0
Q9Y251	0	0	0	1	0
Q9UP83	0	0	0	1	0
Q15274	0	1	0	0	0
P62979	0	1	1	1	1
Q04771	1	0	0	0	0
Q8WUD6	0	0	0	0	1
P35498	0	0	0	1	0
P15328	0	1	0	0	1
O15484	0	1	0	0	0
Q495C1	0	0	0	1	0
Q96RJ6	0	0	0	1	0
Q8N0U8	0	0	0	0	1
Q9BT09	0	0	0	1	0
Q9UKK3	0	1	0	0	0
Q96JP5	0	0	0	1	0
O95931	1	0	0	1	0
P22732	0	1	0	0	0
P17676	0	0	0	1	0
O95810	0	0	0	1	0
Q53T94	0	0	0	1	0
Q96RR4	0	0	0	1	0
O14544	1	0	0	0	0
Q9UJW3	1	0	0	1	0
Q9BZY9	0	0	0	1	0
Q9NYJ8	0	0	0	1	0
Q9Y6U3	0	1	0	0	0
Q15363	0	0	0	0	1
Q9BYD6	0	0	1	0	0
Q9ULJ3	0	0	0	1	0
Q9UBG3	0	1	0	0	0
Q53FT3	0	0	0	1	0
P54289	0	1	0	0	0
Q13126	0	1	0	0	0
P78383	0	0	0	0	1
Q8IXF0	0	0	0	1	0
Q8N9M1	0	0	0	1	0
Q6ZNA4	0	0	0	1	0
Q7Z6E9	0	0	0	1	0
Q14190	0	0	0	1	0
Q96RF0	0	1	0	0	0
Q02127	0	0	1	1	0
Q12800	0	0	0	1	0
Q13057	0	1	1	1	0
Q9NWS9	0	0	0	1	0
Q9UKU6	0	1	0	0	0
P35579	0	1	0	0	0
Q9NRD1	1	0	0	0	0
Q9BU20	0	0	0	1	0
Q14691	0	0	0	1	0
P16403	0	0	0	1	0
Q9NVP2	0	0	0	1	0
Q9Y3M2	0	0	0	1	0
Q92947	0	0	0	1	0
P05546	0	1	0	1	0
P28288	0	0	0	1	0
P30040	0	0	0	1	0
O94966	0	0	0	0	1
Q86V48	0	1	0	0	0
Q9BTE7	1	0	0	0	0
Q9Y276	0	0	1	0	0
Q8WXH5	1	0	0	0	0
Q9UPM6	0	0	0	1	0
Q15699	0	0	0	1	0
Q9H7B4	0	0	0	1	0
P62330	0	1	0	0	0
Q96HW7	0	0	0	1	0
Q9C0J9	0	0	0	1	0
Q16658	0	1	0	0	0
P13498	0	0	0	0	1
P56937	0	0	0	0	1
Q70J99	0	0	0	1	0
Q13123	0	0	0	1	0
Q14554	0	0	0	1	1
Q86TJ2	1	0	0	1	0
P78317	0	0	0	1	0
P31277	0	0	0	1	0
Q96D59	0	0	0	0	1
Q8N1G0	0	0	0	1	0
Q5TAT6	0	0	0	1	0
O75150	1	0	0	1	0
P25686	0	0	0	0	1
Q18PE1	0	0	0	1	0
Q05215	0	0	0	1	0
Q9NPI5	0	0	0	1	0
P50148	0	1	0	0	0
Q8N4B4	1	0	0	0	0
Q9GZN1	0	0	0	1	0
Q6IQ20	0	1	0	1	0
O43795	0	1	0	0	0
P16104	0	1	0	1	0
O75593	0	0	0	1	0
Q08554	0	1	0	0	0
Q8TED1	0	0	0	1	0
P02814	0	1	0	0	0
P35052	0	1	0	1	0
Q8NEC7	0	1	0	0	0
Q695T7	0	1	0	0	0
Q6WRX3	1	0	0	0	0
Q9UM82	0	0	0	1	0
P12757	0	0	0	1	0
P29692	0	0	0	1	0
P35575	0	0	0	0	1
O75947	0	0	1	0	0
P28066	0	1	0	1	0
Q7LFL8	0	0	0	1	0
Q8NEJ9	0	0	0	1	0
O75081	0	0	0	1	0
Q96P48	0	0	0	1	0
Q969Z3	0	0	1	0	0
P10451	0	1	0	1	0
P62753	0	0	0	1	0
Q14681	1	0	0	0	0
P61160	0	1	0	1	0
Q75WM6	0	0	0	1	0
P13584	0	0	0	0	1
Q99518	0	0	0	0	1
Q14997	0	0	0	1	0
Q8IX07	0	0	0	1	0
Q9ULR3	0	0	0	1	0
O75792	0	0	0	1	0
P35453	0	0	0	1	0
Q15796	0	0	0	1	0
Q02575	0	0	0	1	0
Q9H9Y2	0	0	0	1	0
Q9NZU5	0	0	0	1	0
Q8WV93	0	0	1	0	0
Q8N184	0	0	0	1	0
Q96KR7	0	0	0	1	0
O94952	1	0	0	0	0
P61803	1	0	0	0	1
P15259	0	1	0	0	0
P57740	0	0	0	1	0
Q96BZ4	0	0	0	0	1
Q16854	0	0	0	1	0
Q9Y5R8	0	0	0	1	0
Q8N6M6	0	0	0	1	0
P30876	1	0	0	1	0
Q96CP6	0	0	0	0	1
Q9UBC0	0	0	0	1	0
P52294	0	0	0	1	0
Q8NI60	0	0	1	0	0
O75446	0	0	0	1	0
P52756	0	0	0	1	0
Q9HC21	0	0	1	0	0
O75367	0	1	0	1	0
Q03188	0	0	0	1	0
Q9NQZ5	0	0	1	0	0
Q96RP7	0	1	0	0	0
Q9BYD3	0	0	1	1	0
Q86XL3	0	0	0	0	1
Q15392	0	0	0	0	1
P10644	1	0	0	0	0
P98161	0	1	0	0	0
Q96I59	0	0	0	1	0
P09543	0	1	0	1	0
P82663	0	0	1	0	0
P22694	0	1	0	1	0
Q9H0E2	0	1	0	1	0
Q99853	0	0	0	1	0
P31997	0	1	0	0	0
P26012	0	1	0	0	0
O75909	1	0	0	1	0
Q9UNW1	0	1	0	1	0
Q9UJ83	0	0	0	1	0
Q14566	0	0	0	1	0
Q13586	0	0	0	0	1
P46379	0	1	0	1	0
Q9UPN9	0	0	0	1	0
O75818	0	0	0	1	0
Q8N2I9	0	0	0	1	0
Q14814	0	0	0	1	0
P48436	0	0	0	1	0
Q06710	0	0	0	1	0
P55060	0	1	0	1	0
Q9Y696	0	1	0	1	0
Q9BQ52	0	0	0	1	0
Q9Y2F5	0	0	0	1	0
P31415	0	0	0	1	1
Q96KC9	0	0	1	0	0
Q8NG08	0	0	0	1	0
Q969S3	0	0	0	1	0
P38435	0	0	0	0	1
P49450	0	0	0	1	0
Q9GZR1	0	0	0	1	0
Q99626	0	0	0	1	0
Q6P3S1	0	0	0	1	0
Q14118	0	1	0	1	0
Q12962	1	0	0	1	0
Q6GPH4	0	0	0	1	0
Q99627	0	1	0	1	0
A1L167	0	0	0	1	0
Q9H3P2	0	0	0	1	0
P60022	0	1	0	1	0
Q12926	0	0	0	1	0
Q7Z3F1	0	1	0	0	0
Q8WYN3	0	0	0	1	0
P48651	0	0	0	0	1
P25774	0	0	0	1	0
P24385	1	0	0	1	0
P17252	0	1	0	1	0
Q15084	0	1	0	1	1
O75884	0	0	0	1	0
P07225	0	1	0	1	1
P42892	0	1	0	0	0
P61201	0	0	0	1	0
O43739	0	0	0	1	0
P67870	0	1	0	1	0
P14927	0	0	1	0	0
Q16647	0	0	0	0	1
Q969Z0	0	0	0	1	0
Q9UBZ4	0	0	0	1	0
Q86YR5	0	0	0	0	1
O15405	0	0	0	1	0
Q9NXG2	0	0	0	1	0
O60566	1	0	0	1	0
Q9BZB8	0	0	0	1	0
P61204	0	1	0	0	0
P05062	0	1	0	0	0
O75683	0	0	0	1	0
O14744	1	0	0	1	0
Q92527	0	0	0	1	0
P41002	1	0	0	0	0
Q9Y5Q9	0	0	0	1	0
P14373	0	0	0	1	0
O60826	0	0	0	1	0
Q96E29	0	0	1	1	0
O60547	0	1	0	0	0
Q02080	0	0	0	1	0
Q7Z624	0	0	0	1	0
Q9P0J6	0	0	1	1	0
Q9BV73	0	1	0	0	0
Q9UMS4	0	0	0	1	0
Q9Y512	0	1	1	0	0
Q6PHW0	0	0	0	1	0
Q9UBV2	1	0	0	0	1
Q15528	0	0	0	1	0
Q14677	0	0	0	1	0
Q8NEJ0	0	0	0	1	0
Q13625	0	0	0	1	0
P49639	0	0	0	1	0
Q86UT6	0	0	1	0	0
Q9H9T3	0	0	0	1	0
O95476	0	0	0	0	1
Q93077	0	1	0	1	0
P41229	1	0	0	1	0
Q4G176	0	0	0	1	0
Q99972	0	1	1	1	0
Q9GZX5	0	0	0	1	0
Q5VUM1	0	0	1	0	0
Q9C0C9	0	0	0	1	0
P49137	0	1	0	1	0
Q9Y2X9	0	0	0	1	0
Q9H2M9	0	0	0	0	1
Q7Z7M8	0	1	0	0	0
Q15744	0	0	0	1	0
Q6P1X5	1	0	0	1	0
Q6NT55	0	0	0	0	1
Q6NUM9	0	0	0	0	1
Q9Y6K5	0	0	0	1	0
Q8WUP2	0	0	0	1	0
Q9NRL2	0	0	0	1	0
Q15428	0	0	0	1	0
Q13201	0	0	0	1	0
P11216	0	1	0	1	0
O00712	0	0	0	1	0
P63267	0	1	0	0	0
P42330	0	1	0	0	0
Q96AZ1	0	0	0	1	0
Q8NBT2	0	0	0	1	0
O14933	1	0	0	1	0
Q86SE9	1	0	0	0	0
P40937	0	0	0	1	0
P62807	0	1	0	1	0
Q969S2	0	0	0	1	0
P41161	0	0	0	1	0
Q9H944	0	0	0	1	0
Q8TC12	0	0	0	0	1
P00505	0	1	0	1	0
Q9BSV6	0	0	0	1	0
P14316	0	0	0	1	0
Q01650	0	1	0	0	0
Q16851	0	1	0	0	0
Q9UL46	0	1	0	1	0
P31267	0	0	0	1	0
P49643	1	0	0	1	0
P41221	0	1	0	1	0
O00567	0	0	0	1	0
Q9H1J1	0	0	0	1	0
Q9Y3P8	0	1	0	0	0
Q8ND76	1	0	0	0	0
A8MT33	0	0	0	1	0
Q8IYS0	0	0	0	0	1
O14964	0	1	0	0	0
Q9H160	0	0	0	1	0
P31947	0	1	0	0	0
Q8WXA9	0	0	0	1	0
Q12864	0	0	0	1	0
Q2TAY7	0	0	0	1	0
P62834	0	1	0	0	0
Q53H12	0	0	1	1	0
P08684	0	0	0	0	1
P39656	1	0	0	0	1
Q9H008	0	0	0	1	0
Q8IYB8	0	0	0	1	0
Q15121	0	0	0	1	0
Q9BRB3	1	0	0	0	1
Q96EB1	0	0	0	1	0
Q96EY7	0	0	1	1	0
Q15413	0	0	0	0	1
Q9H190	0	1	0	1	0
Q9BQT8	0	0	1	0	0
Q96H20	0	1	0	1	0
Q9H1Z4	0	0	0	1	0
Q9P241	0	0	0	1	0
P09960	0	1	0	1	0
P49914	0	0	0	1	0
Q96H22	0	0	0	1	0
Q16348	0	1	0	0	0
Q96TA2	0	0	1	1	0
Q13045	0	0	0	1	0
O15031	0	1	0	0	0
Q9HBZ2	0	0	0	1	0
Q8IV76	0	0	0	1	0
Q8N3U4	0	0	0	1	0
O95760	0	0	0	1	0
Q15323	0	1	0	0	0
P29320	0	0	0	1	0
Q92482	0	0	0	1	0
Q9GZY6	0	1	0	0	0
Q8NAX2	0	0	0	1	0
Q8WUJ0	0	0	0	1	0
Q9BXL7	0	1	0	0	0
Q6NXR4	0	0	0	1	0
Q8TED0	0	0	0	1	0
O95235	0	0	0	1	0
Q86WB0	0	0	0	1	0
Q30201	0	0	0	1	0
Q13011	0	1	0	1	0
P22830	0	0	0	1	0
Q99453	0	0	0	1	0
Q96C12	0	0	0	1	0
P12272	0	0	0	1	0
P82673	0	0	1	1	0
Q16831	0	0	0	1	0
Q9BYH8	0	0	0	1	0
Q86T82	0	0	0	1	0
Q9NV56	1	0	0	1	0
P04233	0	1	0	1	1
Q12907	0	1	0	0	1
Q9UPQ9	0	0	0	1	0
Q14146	0	0	0	1	0
O43463	0	0	0	1	0
Q15393	0	0	0	1	0
Q9Y2X8	1	0	0	0	0
Q9BSJ5	0	1	0	0	0
O75840	0	0	0	1	0
Q3T8J9	0	0	0	1	0
P07910	0	1	0	1	0
O43474	0	0	0	1	0
Q5EBL4	0	0	0	1	0
Q9HC77	0	0	0	1	0
Q9BY66	1	0	0	1	0
Q9Y4Z2	0	0	0	1	0
Q9Y617	0	1	0	0	0
Q5T6F0	1	0	0	0	0
P51513	0	0	0	1	0
O15178	0	0	0	1	0
P49642	1	0	0	1	0
Q9Y248	0	0	0	1	0
Q9NVW2	0	0	0	1	0
P10071	0	0	0	1	0
Q9UPP2	0	0	0	1	0
Q9H3R0	0	0	0	1	0
Q96QT6	0	0	0	1	0
P31930	0	0	1	0	0
Q6IB77	0	0	0	1	0
P22087	0	1	0	1	0
Q08170	0	0	0	1	0
Q8IWJ2	0	0	0	1	0
P43694	0	0	0	1	0
O43708	0	0	0	1	0
Q8IWL3	0	0	0	1	0
P48764	0	1	0	0	0
P08637	0	1	0	0	0
O43653	0	1	0	0	0
P84103	0	0	0	1	0
Q14152	0	0	0	1	0
Q8N726	0	0	0	1	0
Q96JK9	0	0	0	1	0
P63261	0	1	0	0	0
Q8NF99	0	0	0	1	0
Q5XKL5	0	0	0	1	0
O95602	1	0	0	1	0
P30038	0	0	0	1	0
Q9P035	0	0	0	0	1
Q86UN3	0	1	0	0	0
Q9NYH9	0	0	0	1	0
Q9Y2B1	0	0	0	1	0
Q92911	0	1	0	0	0
P55196	0	0	0	1	0
Q92499	0	0	0	1	0
P12724	0	0	0	1	0
O75309	0	1	0	0	0
Q9P217	1	0	0	0	0
Q9NRZ5	0	0	1	0	1
P00742	0	0	0	1	0
P60006	1	0	0	1	0
Q6TFL4	1	0	0	0	0
Q9NQ76	0	0	0	1	0
P19622	0	0	0	1	0
Q86XK2	1	0	0	1	0
Q9P0U4	1	0	0	1	0
O94921	1	0	0	1	0
P16471	0	0	0	1	0
P28370	0	0	0	1	0
Q9H4Z3	0	0	0	1	0
P61221	0	0	0	1	0
P24723	0	1	0	0	0
Q5J8M3	0	0	0	0	1
Q9BZE9	0	0	0	1	0
Q6PJF5	0	0	0	0	1
Q5H9R7	0	0	0	1	0
Q9UNQ2	0	0	0	1	0
P19447	1	0	0	1	0
O60481	0	0	0	1	0
O43766	0	0	0	1	0
Q9BUB7	0	0	1	1	0
Q9UPP1	0	0	0	1	0
P16402	0	0	0	1	0
Q9H4W6	0	0	0	1	0
Q8IWV8	1	0	0	0	0
O75394	0	0	1	1	0
P53611	1	0	0	0	0
P33260	0	0	0	0	1
P12645	0	1	0	0	0
Q9H8S9	0	1	0	1	0
P00748	0	1	0	0	0
P62857	0	1	0	1	1
Q9P0K7	0	0	0	1	0
Q96J66	0	1	0	0	0
Q8N5I2	0	1	0	0	0
P98164	0	1	0	0	0
Q13352	0	0	0	1	0
Q9UKT7	1	0	0	1	0
P51654	0	0	0	1	0
Q9H0B6	0	0	0	1	0
Q9UJU6	0	1	0	1	0
P78337	0	0	0	1	0
P62277	0	0	0	1	0
Q8WWR8	0	0	0	1	0
P62308	1	0	0	1	0
Q99742	0	0	0	1	0
Q9P0V3	0	1	0	0	0
O76054	0	1	0	1	0
Q86YS6	0	1	0	0	0
Q14117	0	1	0	0	0
O60684	0	0	0	1	0
O60725	0	0	0	0	1
Q9NWT8	0	0	1	1	0
O00141	0	0	0	1	0
Q96B01	0	0	0	1	0
P29728	0	0	0	1	0
Q9C0E8	0	0	0	1	1
Q96ER9	0	0	1	0	0
Q12846	0	1	0	0	0
Q9UF56	1	0	0	1	0
Q86Y07	0	0	1	0	1
Q9H1K0	0	1	0	0	0
Q86XD5	0	0	0	1	0
Q96DA0	0	1	0	0	0
Q07960	0	1	0	0	0
P12955	0	1	0	0	0
Q13621	0	1	0	0	0
O14579	0	0	0	1	1
Q8WVT3	0	0	0	1	0
Q96IL0	0	0	1	0	0
Q9H5F2	0	0	0	1	0
Q6P4F1	0	0	0	1	0
P56524	0	0	0	1	0
Q5JX71	0	1	0	0	0
Q96AD5	0	0	0	1	1
Q02221	0	0	1	0	0
O75882	0	1	0	0	0
Q9UKN8	0	0	0	1	0
Q9UNA4	0	0	0	1	0
Q9Y697	0	0	0	1	0
P13639	0	1	0	1	0
Q149N8	0	0	0	1	0
Q8IXW5	1	0	0	1	0
P42574	0	0	0	1	0
P48058	0	1	0	0	0
Q86WG3	0	0	1	0	0
Q92569	1	0	0	0	0
Q6UXV4	0	0	1	1	0
Q93062	0	0	0	1	0
O75943	0	0	0	1	0
Q9NPE2	0	0	1	1	0
