Protein_Id	GO:0031981	GO:0000228	GO:0070062	GO:0015630	GO:0005768
Q7L2Z9	1	0	0	0	0
Q96C92	0	0	0	1	1
Q2M1K9	1	0	0	0	0
P19484	1	1	0	0	0
Q96Q11	1	0	0	0	0
P00751	0	0	1	0	0
Q9NTQ9	1	0	0	0	0
P36956	1	1	0	0	0
P10244	1	0	0	0	0
Q2KHT3	0	0	0	0	1
Q6KC79	1	1	1	0	0
P01903	0	0	1	0	1
Q9UK61	1	0	0	0	0
Q5JTJ3	1	0	0	0	0
Q93075	1	0	0	0	0
P28702	1	1	0	0	0
O95696	1	0	0	0	0
P35452	1	1	0	0	0
P00492	0	0	1	0	0
P29323	1	0	0	0	0
P51808	0	0	0	1	0
Q8IY33	0	0	0	1	1
Q8NFU5	1	0	0	0	0
Q499Z4	1	0	0	0	0
O94992	1	0	0	0	0
Q8TBB6	1	0	0	0	0
P12931	0	0	1	0	1
Q9H6F5	1	0	0	0	0
Q9H336	0	0	1	0	0
Q9HBM0	1	0	0	0	0
O60231	1	0	0	0	0
O76041	0	0	1	0	0
P35249	1	0	0	0	0
Q8TDC3	1	0	0	1	0
Q92565	1	0	0	0	0
Q96PM9	1	1	0	0	0
Q3SY69	1	0	1	0	0
Q9NQ92	1	0	0	0	0
Q9GZV8	1	0	0	0	0
Q6UX06	1	0	1	0	0
Q7Z7L1	1	0	0	0	0
O15042	1	0	0	0	0
Q9BTC8	1	1	0	0	0
O60284	1	1	0	0	0
Q9Y466	1	1	0	0	0
O43913	1	1	0	0	0
Q9Y478	1	0	0	0	0
P49788	0	0	1	0	0
Q53F19	1	0	0	0	0
Q9UQ16	0	0	1	0	0
Q9H6T0	1	0	0	0	0
P23771	1	1	0	0	0
Q9NXR1	0	0	0	1	0
P61018	0	0	0	0	1
Q5QJE6	1	0	0	0	0
P17028	1	0	0	0	0
P11177	1	0	0	0	0
Q9H081	1	1	0	0	0
P15408	1	1	0	0	0
P53041	1	0	0	0	0
Q6ISB3	1	1	0	0	0
Q5FWF5	1	0	0	0	0
P11309	1	0	0	0	0
Q8TEB7	0	0	0	0	1
P52333	0	0	0	0	1
Q9HD34	1	0	0	0	0
Q9HAZ2	1	0	0	0	0
Q16539	1	0	0	0	0
Q9UDX4	0	0	1	0	0
Q9H8X2	1	0	0	0	0
Q5TBB1	1	0	0	0	0
Q14493	1	0	0	0	0
Q16401	1	0	0	0	0
P28332	0	0	1	0	0
Q9UPT5	0	0	0	1	0
Q8WY91	1	1	0	0	0
Q99719	0	0	0	1	0
Q92753	1	1	0	0	0
Q9UFW8	1	0	0	0	0
P23396	1	0	1	1	0
A0AUZ9	1	0	0	0	0
Q96MB7	0	0	0	1	0
Q96FV9	1	1	0	0	0
Q96BW5	0	0	1	0	0
P46779	0	0	1	0	0
Q9BV20	1	0	0	0	0
Q9NS98	0	0	1	0	0
Q9BRK3	0	0	1	0	0
O75161	1	0	0	1	0
Q9HB96	1	0	0	0	0
Q7LBR1	1	0	1	0	1
O00159	1	0	1	0	0
P19827	0	0	1	0	0
Q9H211	1	0	0	0	0
O94826	0	0	1	0	0
Q92674	1	0	0	0	0
Q8TE73	0	0	0	1	0
Q8WZ73	1	0	0	0	1
Q99755	1	0	0	0	0
Q9BW04	0	0	1	0	0
Q6P2E9	1	0	0	0	0
O76095	0	0	0	1	0
Q9BV23	0	0	0	0	1
Q14185	1	0	0	0	0
Q02556	1	1	0	0	0
P12755	1	0	0	1	0
Q86UD3	0	0	0	0	1
P56279	1	0	0	0	0
Q5D1E8	1	0	0	0	0
O75955	0	0	1	1	1
P00352	0	0	1	0	0
P10276	1	1	0	0	0
Q99607	1	1	0	0	0
Q92930	1	0	1	0	1
P63098	1	0	0	0	0
Q6NUJ5	1	0	0	0	0
Q16819	0	0	1	0	0
P53804	1	0	0	0	0
P14555	0	0	1	0	0
P0DJD7	0	0	1	0	1
Q96SC8	1	1	0	0	0
Q5JWF2	0	0	1	0	0
Q96LA8	1	0	0	0	0
Q8N2Y8	0	0	1	0	0
O75688	1	0	0	0	0
Q684P5	0	0	0	1	0
Q12906	1	0	0	0	0
Q99684	1	0	0	0	0
Q9UMN6	1	0	0	0	0
P16422	0	0	1	0	0
Q9H0R4	0	0	1	0	0
Q15057	0	0	0	0	1
P61247	1	0	1	0	0
P50552	0	0	1	0	0
P62487	1	0	0	0	0
Q9Y251	1	0	0	0	0
P23443	1	0	0	0	0
P29375	1	0	0	0	0
Q99805	0	0	1	0	1
Q9UP83	1	0	0	0	0
Q15274	0	0	1	0	0
P62979	1	0	1	0	1
P35498	1	0	0	0	0
P15328	0	0	1	0	0
O15484	0	0	1	0	0
Q495C1	1	1	0	0	0
Q96RJ6	1	1	0	0	0
Q9UKK3	0	0	1	1	0
Q96JP5	1	0	0	0	0
O95931	1	1	0	0	0
P22732	0	0	1	0	0
P17676	1	1	0	0	0
O95810	1	0	0	0	0
Q53T94	1	0	0	0	0
Q96RR4	1	0	0	0	0
Q9UJW3	1	0	0	0	0
Q9BZY9	1	0	0	0	0
Q9NYJ8	1	0	0	0	1
Q9Y6U3	0	0	1	0	0
P98196	0	0	0	0	1
Q9ULJ3	1	0	0	0	0
Q9UBG3	0	0	1	0	0
Q53FT3	1	0	0	0	0
P54289	0	0	1	0	0
Q13126	0	0	1	0	0
Q8IXF0	1	1	0	0	0
Q8N9M1	1	0	0	0	0
Q6ZNA4	1	0	0	0	0
Q7Z6E9	1	0	0	1	0
Q14190	1	1	0	0	0
Q96RF0	0	0	1	0	0
Q02127	1	0	0	0	0
Q12800	1	1	0	0	0
Q13057	0	0	1	0	0
Q9NWS9	1	1	0	0	0
Q14691	1	1	0	0	0
Q9UKU6	0	0	1	0	0
Q9BU20	1	0	0	1	0
P35579	0	0	1	0	0
P16403	1	1	0	0	0
Q9P258	0	0	0	1	0
Q9NVP2	1	1	0	0	0
Q9Y3M2	1	0	0	1	0
P05546	0	0	1	0	0
Q7Z570	0	0	0	1	0
Q86V48	0	0	1	0	0
Q8IVD9	0	0	0	1	0
Q9UPM6	1	1	0	0	0
O75330	0	0	0	1	0
Q15699	1	1	0	0	0
Q9H7B4	1	0	0	0	0
Q4G0F5	0	0	0	0	1
P62330	0	0	1	0	1
Q96HW7	1	0	0	0	0
Q9C0J9	1	1	0	0	0
Q16658	0	0	1	0	0
Q13123	1	1	0	1	0
Q86TJ2	1	0	0	0	0
P78317	1	0	0	1	0
P31277	1	1	0	0	0
Q8N1G0	1	0	0	0	0
O75150	1	0	0	0	0
Q16602	0	0	0	0	1
Q04656	0	0	0	0	1
Q18PE1	1	0	0	0	0
Q05215	1	1	0	0	0
Q9NPI5	1	0	0	0	0
P50148	0	0	1	0	0
Q9GZN1	1	1	0	0	0
Q6IQ20	1	0	1	0	1
O43795	0	0	1	0	1
P16104	1	1	1	1	0
O75593	1	1	0	0	0
Q08554	0	0	1	0	0
P35052	1	0	1	0	0
P02814	0	0	1	0	0
Q8NEC7	0	0	1	0	0
Q695T7	0	0	1	0	0
Q9UM82	1	0	0	0	0
P12757	1	0	0	0	0
P29692	1	0	0	0	0
P28066	1	0	1	0	0
Q7LFL8	1	0	0	0	0
O75081	1	0	0	0	0
Q8NEJ9	1	0	0	0	0
Q96P48	1	0	0	0	0
P10451	0	0	1	0	0
Q86VQ0	0	0	0	1	0
Q92544	0	0	0	0	1
P62753	1	0	0	0	0
Q75WM6	1	1	0	0	0
P61160	0	0	1	0	0
Q86VS8	0	0	0	1	0
Q14997	1	0	0	0	0
Q8IX07	1	1	0	0	0
Q9ULR3	1	0	0	0	0
O75792	1	0	0	0	0
Q15796	1	1	0	0	0
P35453	1	1	0	0	0
Q02575	1	1	0	0	0
Q9H9Y2	1	0	0	0	0
Q9NZU5	1	0	0	0	0
Q8N184	1	0	0	0	0
Q96KR7	1	0	0	0	0
P15259	0	0	1	0	0
P57740	1	0	0	0	0
Q96BZ4	0	0	0	0	1
Q8N6M6	1	0	0	0	0
P30876	1	1	0	0	0
Q9UBC0	1	1	0	0	0
A8MQ27	0	0	0	0	1
P52294	1	0	0	0	0
O75446	1	0	0	0	0
P52756	1	0	0	0	0
O75367	1	1	1	0	0
Q03188	1	1	0	0	0
Q96RP7	0	0	1	0	0
Q9P270	0	0	0	1	0
P98161	0	0	1	0	0
Q96I59	1	0	0	0	0
P09543	1	0	1	0	0
P22694	1	0	1	1	0
Q9H0E2	0	0	1	0	0
Q99853	1	1	0	0	0
P31997	0	0	1	0	0
P26012	0	0	1	0	0
O75909	1	0	0	0	0
Q9UJ83	1	0	0	0	0
Q9UNW1	0	0	1	0	0
Q14566	1	1	0	0	0
P46379	1	0	1	0	0
Q9UPN9	1	0	0	0	0
O75818	1	0	0	0	0
Q8N2I9	1	0	0	0	0
Q14814	1	1	0	0	0
P48436	1	1	0	0	0
Q06710	1	1	0	0	0
Q8IYE0	0	0	0	1	0
P55060	1	0	1	0	0
Q9Y696	1	0	1	1	0
Q9BQ52	1	0	0	0	0
Q9Y2F5	1	0	0	0	0
P49279	0	0	0	0	1
Q8NG08	1	1	0	0	0
Q969S3	1	0	0	0	0
P49450	1	1	0	0	0
Q9GZR1	1	0	0	0	0
Q99626	1	1	0	0	0
Q6P3S1	1	0	0	0	0
P25116	0	0	0	0	1
Q14118	1	0	1	0	0
Q12962	1	0	0	0	0
Q6GPH4	1	0	0	0	0
Q99627	1	0	1	0	0
A1L167	1	0	0	0	0
Q9H3P2	1	0	0	0	0
P48553	0	0	0	0	1
P60022	0	0	1	0	0
Q12926	1	0	0	0	0
Q7Z3F1	0	0	1	0	0
Q8WYN3	1	1	0	0	0
P25774	0	0	0	0	1
P24385	1	0	0	0	0
P17252	1	0	1	0	0
A2IDD5	0	0	0	1	0
Q15084	0	0	1	0	0
O75884	1	0	0	0	0
P07225	0	0	1	0	0
P42892	0	0	1	0	1
P61201	1	0	0	0	0
O43739	1	0	0	0	0
P67870	1	0	1	0	0
Q9UBZ4	1	0	0	0	0
O15405	1	0	0	0	0
Q9NXG2	1	0	0	0	0
O60566	1	1	0	1	0
Q9BZB8	1	0	0	0	0
P61204	0	0	1	0	0
Q2KHM9	0	0	0	1	0
P05062	0	0	1	1	0
O75683	1	0	0	0	0
O14744	1	0	0	0	0
Q9UIL4	0	0	0	1	0
Q92527	1	0	0	1	0
Q9Y5Q9	1	0	0	0	0
P41002	0	0	0	1	0
P14373	1	0	0	0	1
O60826	1	0	0	0	0
Q96E29	1	0	0	0	0
Q02080	1	1	0	0	0
Q7Z624	1	0	0	0	0
O60547	0	0	1	0	0
Q9P0J6	1	0	0	0	0
Q9UMS4	1	1	0	0	0
Q9BV73	0	0	1	1	0
Q92624	0	0	0	1	0
Q9Y512	0	0	1	0	0
Q6PHW0	1	0	0	0	0
Q15528	1	0	0	0	0
Q14677	1	0	0	0	0
Q8NEJ0	1	0	0	0	0
Q13625	1	0	0	0	0
P49639	1	1	0	0	0
Q9H9T3	1	0	0	0	0
Q93077	1	1	1	0	0
P41229	1	0	0	0	0
Q99972	0	0	1	0	0
Q9GZX5	1	0	0	0	0
Q9C0C9	1	0	0	0	0
P49137	1	0	1	1	0
Q9Y2X9	1	0	0	0	0
Q13432	0	0	0	1	0
Q7Z7M8	0	0	1	0	0
Q15744	1	1	0	0	0
Q6P1X5	1	0	0	0	0
Q9Y6K5	1	0	0	0	0
Q8WUP2	1	0	0	0	0
Q9NRL2	1	1	0	0	0
Q15428	1	0	0	0	0
P11216	0	0	1	0	0
O00712	1	1	0	0	0
P63267	0	0	1	0	0
Q96AZ1	1	0	0	1	0
Q8NBT2	1	0	0	0	0
P42330	0	0	1	0	0
O14933	1	0	0	0	0
Q86SE9	0	0	0	1	0
P40937	1	0	0	0	0
P62807	1	0	1	0	0
P41161	1	1	0	0	0
Q969S2	1	0	0	0	0
Q9H944	1	0	0	0	0
P00505	0	0	1	0	0
Q9BSV6	1	0	0	0	0
P14316	1	1	0	0	0
Q01650	0	0	1	0	0
Q16851	0	0	1	0	0
Q9UL46	1	0	1	0	0
P31267	1	1	0	0	0
P49643	1	1	0	0	0
P41221	0	0	1	0	0
O00567	1	0	0	0	0
Q9H1J1	1	0	0	0	0
Q9Y3P8	0	0	1	0	0
Q969T3	0	0	0	0	1
A8MT33	1	1	0	0	0
O14964	0	0	1	0	1
Q9H160	1	1	0	0	0
P31947	0	0	1	0	0
Q96S38	0	0	0	0	1
Q8WXA9	1	0	0	0	0
Q12864	1	0	0	0	0
Q2TAY7	1	0	0	0	0
P62834	0	0	1	0	1
Q9H008	1	0	0	0	0
Q15121	1	0	0	1	0
Q96EB1	1	0	0	0	0
Q96EY7	1	0	0	0	0
Q5JVL4	0	0	0	1	0
Q9H190	1	0	1	0	0
Q9H1Z4	1	0	0	1	0
Q96H20	1	0	1	0	1
Q9P241	1	0	0	0	0
P09960	1	0	1	0	0
Q96H22	1	0	0	0	0
Q8N3P4	0	0	0	0	1
Q16348	0	0	1	0	0
Q96TA2	1	0	0	0	0
Q13045	1	0	0	1	0
O15031	0	0	1	0	0
Q9HBZ2	1	1	0	0	0
Q8IV76	1	0	0	0	0
Q8N3U4	1	0	0	1	0
O95760	1	0	0	0	0
Q15323	0	0	1	0	0
P29320	1	0	0	0	1
Q92482	1	0	0	0	0
Q9GZY6	0	0	1	0	0
Q8NAX2	1	0	0	1	0
Q8WUJ0	1	0	0	0	0
Q9BXL7	0	0	1	0	0
Q6NXR4	1	1	0	1	0
Q8TED0	1	0	0	0	0
O95235	1	0	0	1	0
Q86WB0	1	0	0	0	0
Q30201	1	0	0	0	1
Q13011	0	0	1	0	0
Q14188	0	0	0	1	0
Q99453	1	1	0	0	0
Q96C12	1	0	0	0	0
P12272	1	0	0	0	0
Q16831	1	0	0	0	0
Q9BYH8	1	0	0	0	0
Q86T82	1	0	0	0	0
Q9NV56	1	0	0	0	0
Q8WYJ6	0	0	0	1	0
P04233	0	0	1	0	0
Q12907	0	0	1	0	0
Q9UPQ9	1	0	0	0	0
Q14146	1	0	0	0	0
O43463	1	1	0	0	0
Q15393	1	0	0	0	0
Q9BSJ5	0	0	1	0	0
O75840	1	1	0	0	0
Q3T8J9	1	0	0	0	0
P07910	1	1	1	0	0
O43474	1	1	0	0	0
Q5EBL4	1	0	0	1	0
Q9HC77	1	0	0	1	0
Q9BY66	1	0	0	0	0
Q9Y4Z2	1	1	0	0	0
Q9Y617	0	0	1	0	0
Q5T6F0	0	0	0	1	0
P51513	1	0	0	0	0
O15178	1	1	0	0	0
P49642	1	1	0	0	0
Q9Y248	1	1	0	0	0
Q9NVW2	1	0	0	0	0
Q8IVF4	0	0	0	1	0
P10071	1	0	0	0	0
Q9UPP2	1	0	0	0	0
Q9H3R0	1	1	0	0	0
Q96QT6	1	1	0	0	0
P22087	1	0	1	0	0
Q08170	1	0	0	0	0
Q8IWJ2	1	0	0	0	0
P43694	1	1	0	0	0
Q6QNY1	0	0	0	1	0
Q8IWL3	1	0	0	0	0
P48764	0	0	1	0	0
P08637	0	0	1	0	0
O43653	0	0	1	0	0
Q502W7	0	0	0	1	0
P84103	1	0	0	0	0
Q14152	1	0	0	0	0
Q8N726	1	0	0	0	0
Q96JK9	1	0	0	0	0
Q8NF99	1	0	0	1	0
P63261	0	0	1	0	0
Q5XKL5	1	0	0	0	0
O95602	1	0	0	0	0
Q49A88	0	0	0	1	0
Q8N4P2	0	0	0	1	0
Q15398	0	0	0	1	0
Q86UN3	0	0	1	0	0
Q9NYH9	1	0	0	0	0
Q9Y2B1	1	0	0	0	0
Q92911	0	0	1	0	0
Q92499	1	0	0	0	0
P55196	1	0	0	0	0
O75309	0	0	1	0	0
P81274	0	0	0	1	0
P60006	1	0	0	0	0
P19622	1	1	0	0	0
Q86XK2	1	0	0	0	0
Q9P0U4	1	0	0	0	0
O94921	1	0	0	0	0
P16471	0	0	0	0	1
P28370	1	1	0	0	0
Q9H4Z3	1	0	0	1	0
P24723	0	0	1	0	0
Q9BZE9	1	0	0	0	0
Q5H9R7	1	0	0	0	0
Q9UNQ2	1	0	0	0	0
P19447	1	0	0	0	0
O60481	1	0	0	0	0
Q9BUB7	1	0	0	0	0
Q9UPP1	1	0	0	0	0
Q9H4W6	1	1	0	0	0
P16402	1	1	0	0	0
Q9Y2D8	0	0	0	1	0
P12645	0	0	1	0	0
Q9H8S9	1	0	1	0	0
P62857	1	0	1	0	0
Q9P0K7	1	0	0	0	0
P00748	0	0	1	0	0
Q96J66	0	0	1	0	0
Q8N5I2	0	0	1	0	0
P98164	0	0	1	0	0
Q13352	1	0	0	0	0
Q9UKT7	1	0	0	0	0
Q9H0B6	1	0	0	1	0
Q9UJU6	0	0	1	0	0
P78337	1	1	0	0	0
P62277	1	0	0	0	0
P62308	1	0	0	0	0
Q99742	1	1	0	0	0
O76054	1	0	1	0	0
Q9P0V3	0	0	1	0	0
Q86YS6	0	0	1	0	0
Q5T0J7	0	0	0	1	0
Q14117	0	0	1	0	0
O60684	1	0	0	0	0
Q9NWT8	1	0	0	0	0
O00141	1	0	0	0	0
Q96B01	1	1	0	0	0
P29728	1	0	0	0	0
Q9C0E8	1	0	0	0	0
Q12846	0	0	1	0	1
Q9UF56	1	0	0	0	0
Q9H1K0	0	0	1	0	1
Q86XD5	1	0	0	0	0
Q96DA0	0	0	1	0	0
Q07960	0	0	1	0	1
P12955	0	0	1	0	0
Q13621	0	0	1	0	0
O14579	1	0	0	0	0
Q8WVT3	1	0	0	0	0
Q8N3D4	0	0	0	1	0
Q9H5F2	1	0	0	0	0
Q8TDR4	0	0	0	1	0
Q6P4F1	1	0	0	0	0
P56524	1	0	0	0	0
Q5JX71	0	0	1	0	0
Q96AD5	1	0	0	0	0
Q9UKN8	1	0	0	0	0
O75882	0	0	1	0	0
Q9UNA4	1	0	0	0	0
Q9Y697	1	0	0	0	0
P13639	0	0	1	0	0
Q149N8	1	0	0	0	0
Q8IXW5	1	0	0	0	0
P42574	1	0	0	0	0
Q9BSA9	0	0	0	0	1
Q8N427	0	0	0	1	0
Q93062	1	0	0	0	0
O75943	1	1	0	0	0
Q9NPE2	1	0	0	1	0
Q9H0C8	1	0	0	0	0
P35712	1	1	0	0	0
Q6ZU65	1	0	0	0	0
Q8NDX5	1	0	0	0	0
P46939	1	0	1	0	0
P30740	0	0	1	0	0
Q02548	1	1	0	0	0
Q9BVM4	0	0	1	0	0
Q9NWH9	1	0	0	0	0
Q04917	0	0	1	0	0
Q9UBB5	1	1	0	0	0
P54619	1	0	0	0	0
Q96L93	0	0	0	1	1
O00308	0	0	1	0	0
Q8NBT0	0	0	0	1	0
O76071	0	0	0	1	0
P25106	0	0	0	0	1
Q3SY56	1	1	0	0	0
Q5MJ70	1	0	0	0	0
Q9Y4X4	1	1	0	0	0
P24394	1	0	0	1	0
P06748	1	0	0	1	0
P17066	0	0	1	1	0
P28065	1	0	1	0	0
Q9UIW2	1	0	1	0	0
P17542	1	1	0	0	0
Q14582	1	1	0	0	0
O15182	0	0	0	1	0
Q8IZU0	1	1	0	0	0
Q9UBB9	1	1	0	0	0
P29622	0	0	1	0	0
Q7Z6J9	1	0	0	0	0
Q9HCC6	1	1	0	0	0
Q96RT1	1	0	0	0	0
P80188	0	0	1	0	0
Q16478	1	0	0	0	0
Q9P000	1	0	0	0	0
P23560	1	0	0	0	0
Q6PI48	1	0	0	0	0
Q9P1Q0	1	0	0	0	0
P05451	0	0	1	0	0
Q9Y463	1	0	0	0	0
Q06830	0	0	1	0	0
Q96T68	1	0	0	0	0
Q4KMQ2	0	0	1	0	0
Q8IYM9	1	0	0	0	0
Q9BQ15	1	1	0	0	0
P36543	0	0	1	0	1
P49116	1	1	0	0	0
P08134	0	0	1	0	0
P51178	0	0	1	0	0
O95376	1	0	0	0	0
Q86UL8	0	0	0	0	1
Q92772	1	0	0	1	0
P08174	0	0	1	0	0
Q8NAA4	1	0	0	0	0
Q13523	1	0	0	0	0
Q9NX40	0	0	0	0	1
Q6IBW4	1	0	0	0	0
Q12948	1	1	0	0	0
A2VCK2	0	0	0	1	0
Q99581	1	1	0	0	0
Q96NZ1	1	1	0	0	0
Q5VV67	1	0	0	0	0
Q969J3	0	0	0	1	0
Q7RTU3	1	1	0	0	0
Q92754	1	1	0	0	0
Q08174	1	0	0	0	0
P54198	1	1	1	0	0
Q7Z7B0	1	0	0	0	0
Q9NS23	0	0	0	1	0
Q14524	1	0	0	0	0
Q9Y4F4	0	0	0	1	0
Q8WY54	1	0	0	0	0
Q8TEV9	1	0	0	0	0
Q9NX01	1	0	0	0	0
Q9Y5X2	0	0	0	0	1
Q9Y2M0	1	0	0	0	0
Q8N4N8	1	0	0	1	0
Q9NQ50	1	0	0	0	0
P09769	0	0	1	0	0
Q13886	1	1	0	0	0
Q9NU39	1	1	0	0	0
O43422	1	1	0	0	0
Q9Y5B0	1	0	0	1	0
P28347	1	1	0	0	0
O75083	0	0	1	0	0
O75569	1	0	0	0	0
Q99504	1	0	0	1	0
P17535	1	1	0	0	0
Q15029	1	0	0	0	0
P26038	0	0	1	0	0
P41235	1	1	0	0	0
Q04727	1	0	0	0	0
Q8N9N2	1	0	0	0	0
P16383	1	0	0	0	0
P08572	0	0	1	0	0
Q6P9B9	1	0	0	0	0
Q2KHR2	1	1	0	0	0
Q16620	0	0	0	0	1
P20273	0	0	1	0	1
O00584	0	0	1	0	0
O95395	0	0	1	0	0
Q6UB99	1	0	0	0	0
Q5XXA6	1	0	1	0	0
Q12837	1	1	0	0	0
Q86Y91	1	0	0	1	0
Q96BR1	1	0	0	0	0
P23786	1	0	0	0	0
O14653	0	0	0	0	1
P25311	0	0	1	0	0
Q9Y4R7	0	0	0	1	0
Q9UMY1	1	0	0	0	0
Q5W041	0	0	1	0	0
Q9H7P6	0	0	1	0	1
P45973	1	1	0	0	0
O75475	1	0	0	0	0
Q9NX63	0	0	1	0	0
Q02224	1	0	0	1	0
O00255	1	1	0	0	0
Q9NWM0	1	0	0	0	0
Q96NB1	1	0	0	1	0
Q9C0K3	0	0	1	0	0
P51888	0	0	1	0	0
P56705	0	0	1	0	0
Q13416	1	1	0	1	0
O95571	1	0	0	0	0
P42696	1	0	0	0	0
P13378	1	1	0	0	0
O60931	0	0	1	0	1
P20248	1	0	0	0	0
Q9UKS7	1	0	0	0	0
Q06323	1	0	1	0	0
P10070	1	0	0	0	0
A9UHW6	1	0	0	0	0
P28749	1	0	0	0	0
P83876	1	0	0	0	0
Q2TAC6	0	0	0	1	0
P78426	1	1	1	0	0
Q92985	1	1	0	0	1
P27701	0	0	1	0	0
Q13889	1	0	0	0	0
Q92637	0	0	0	0	1
Q5MNZ9	0	0	0	0	1
P15884	1	1	0	0	0
P18146	1	1	0	0	0
P10074	1	0	0	0	0
P78364	1	0	0	0	0
Q8TDB6	1	0	0	0	1
Q6PD74	1	0	0	0	0
Q9NWK9	0	0	1	0	0
Q9NZM3	0	0	1	1	0
Q9BXU7	1	0	0	0	0
Q86UV5	1	0	0	0	0
Q7Z3J2	0	0	0	0	1
P30047	1	0	0	0	0
Q6UXU6	1	0	0	0	0
Q14126	0	0	1	0	0
P33981	0	0	0	1	0
P25942	0	0	1	0	0
Q14257	1	0	0	0	0
Q9UI26	1	0	0	0	0
A2A3K4	1	0	0	0	0
P35268	0	0	1	0	0
Q14693	1	0	0	0	0
P06746	1	0	0	1	0
Q14669	1	0	0	0	0
O43293	1	0	0	0	0
Q13547	1	1	0	0	0
Q96KS0	1	0	0	0	0
Q14508	0	0	1	0	0
Q8WYA6	1	0	0	1	0
Q92484	0	0	1	0	0
Q96ST3	1	1	0	0	0
Q99592	1	1	0	0	0
Q00532	1	0	1	0	0
Q9UNY4	1	0	0	0	0
O94830	0	0	0	1	0
Q9UNN5	1	0	0	0	0
P78396	1	0	0	1	0
Q9P1Z0	1	0	0	0	0
Q14999	0	0	0	1	0
O15379	1	0	0	1	0
Q9NR21	1	0	0	0	0
Q9UJ68	1	0	1	0	0
Q9Y6K8	0	0	0	1	0
P29459	0	0	0	0	1
P15407	1	1	0	0	0
O43623	1	1	0	0	0
Q9BUR4	1	0	0	0	0
Q86VZ6	1	0	0	0	0
Q6P387	1	0	0	0	0
Q9H0W9	1	0	1	0	0
P27797	0	0	1	0	0
Q9HCH3	0	0	1	0	0
O94804	0	0	1	0	0
O94806	1	0	0	0	0
O95372	0	0	1	0	0
Q9GZS1	1	0	0	0	0
P51149	0	0	1	0	1
A1KXE4	0	0	1	0	0
Q96PY6	1	0	0	1	0
Q96ST8	0	0	0	1	0
P18754	1	1	0	0	0
P01011	0	0	1	0	0
Q9UDT6	0	0	0	1	0
Q9NZ56	1	0	0	0	0
O75828	1	0	0	0	0
Q86YT6	0	0	0	1	0
P05549	1	1	0	0	0
P14780	0	0	1	0	0
O14896	1	1	1	0	0
P07359	0	0	1	0	0
Q8N9N5	1	0	0	0	0
P09237	0	0	1	0	0
O60308	0	0	0	1	0
O75443	0	0	1	0	0
Q9H116	1	0	0	0	0
A4GXA9	1	1	0	0	0
P15173	1	1	0	0	0
Q9ULD6	0	0	0	1	0
Q96AT9	0	0	1	0	0
Q9NXR8	1	1	0	0	0
Q9Y496	0	0	1	1	0
P12830	0	0	1	0	0
Q99829	1	0	1	0	0
O00515	0	0	1	0	0
P12821	0	0	1	0	1
Q9BW91	1	0	1	0	0
Q969Q6	1	0	0	1	0
Q99575	1	0	0	0	0
P03372	1	1	0	0	0
P61077	1	0	1	0	0
Q12965	0	0	1	0	0
Q8IVW6	1	0	0	0	0
P04198	1	1	0	0	0
O43602	0	0	0	1	0
Q16706	0	0	1	0	0
O94907	0	0	0	0	1
Q9UJX6	1	0	0	0	0
Q9UMR3	1	1	0	0	0
Q9Y3C1	1	0	0	0	0
Q7L0Y3	1	0	0	0	0
Q9NV58	0	0	0	1	0
Q6NXG1	1	0	0	0	0
Q6ZMB5	0	0	0	0	1
O60701	1	0	1	0	0
O14656	0	0	1	0	0
Q9NP08	1	1	0	0	0
Q9NUK0	1	0	0	0	0
P09651	1	0	1	0	0
Q6DN12	1	0	0	0	0
Q01780	1	0	0	0	0
O95390	1	0	0	0	0
Q96DZ5	0	0	0	0	1
Q6IV72	1	0	0	0	0
P36405	1	0	1	1	0
O00391	0	0	1	0	0
Q6P2D8	1	0	0	0	0
O75592	1	0	0	0	0
Q719H9	1	0	0	1	0
Q9Y4B6	1	0	0	0	0
P30626	1	0	1	0	0
O75638	1	0	0	1	0
Q9NQX1	1	0	0	0	0
Q96NY9	1	0	0	0	0
P78417	1	0	1	0	0
O43633	0	0	1	0	1
Q92696	1	0	0	0	0
Q96BA8	1	1	0	0	0
P06734	0	0	1	0	0
Q14657	1	0	0	0	0
O95259	0	0	0	0	1
Q86WV1	1	0	0	1	0
Q9BWS9	0	0	1	0	1
Q8TBF4	1	0	0	0	0
O75152	1	0	0	0	0
P57082	1	1	0	0	0
Q9UGP5	1	0	0	0	0
Q92994	1	0	0	0	0
Q08752	1	0	0	0	0
Q8N865	0	0	0	1	0
Q9UIV1	1	0	0	0	0
Q8NDV1	1	0	0	0	0
Q8TCP9	1	0	0	0	0
P48426	1	0	0	0	0
P30260	1	0	0	1	0
Q8IU81	1	0	0	0	0
Q8IXI1	1	0	0	0	0
Q2M3M2	0	0	1	0	0
O75607	1	0	0	0	0
Q14108	0	0	1	0	1
P26639	0	0	1	0	0
O15318	1	1	0	0	0
Q9Y2U5	1	0	0	0	0
Q04743	1	1	0	0	0
Q9NQZ2	1	0	0	0	0
Q13619	1	0	0	0	0
Q9BZL6	1	0	0	0	0
P18124	1	0	0	0	0
O95084	0	0	1	0	0
P32456	1	0	0	0	0
Q9NWD9	1	0	0	1	0
Q9UHV7	1	0	0	0	0
O15131	1	0	0	0	0
Q9UBC1	1	0	0	0	0
Q15109	1	0	0	0	0
P19838	1	1	0	0	0
