,ensg_id,description,category,logtpm_mean,logtpm_std,stratified_level
6318,ENSG00000130827,plexin A3,Expressed in all tissues,4.357908660057375,0.953836879266687,4
6320,ENSG00000130830,"membrane protein, palmitoylated 1, 55kDa",Expressed in all tissues,5.6399745745039915,0.8825831990225552,5
6322,ENSG00000130856,zinc finger protein 236,Expressed in all tissues,2.485365974446154,0.659041276407684,2
6324,ENSG00000130881,low density lipoprotein receptor-related protein 3,Expressed in all tissues,3.9860299294801296,0.9942088201369504,3
6325,ENSG00000130921,chromosome 12 open reading frame 65,Expressed in all tissues,4.519797184785608,0.6095586113499,4
6327,ENSG00000130939,ubiquitination factor E4B,Expressed in all tissues,5.242585053202469,0.5122906382105551,5
6336,ENSG00000130985,ubiquitin-like modifier activating enzyme 1,Expressed in all tissues,7.140069319626622,0.5540175531314424,7
6339,ENSG00000131013,peptidylprolyl isomerase (cyclophilin)-like 4,Expressed in all tissues,4.995924008578816,0.6283506644460968,4
6344,ENSG00000131023,large tumor suppressor kinase 1,Expressed in all tissues,4.003161060064014,0.6946463394411311,4
6347,ENSG00000131043,AAR2 splicing factor homolog (S. cerevisiae),Expressed in all tissues,5.003444569435458,0.5730509488595931,5
6350,ENSG00000131051,RNA binding motif protein 39,Expressed in all tissues,8.208428430218905,0.642198664181711,8
6354,ENSG00000131067,gamma-glutamyltransferase 7,Expressed in all tissues,4.03487858169567,0.6810680168553851,4
6363,ENSG00000131100,"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1",Expressed in all tissues,6.924375584875474,0.7090572446160474,6
6364,ENSG00000131115,zinc finger protein 227,Expressed in all tissues,3.864397102587005,0.6800525648339079,3
6365,ENSG00000131116,zinc finger protein 428,Expressed in all tissues,4.418188807166631,0.7527477543942145,4
6367,ENSG00000131127,zinc finger protein 141,Expressed in all tissues,3.464427754980458,0.9406093079430456,3
6369,ENSG00000131143,cytochrome c oxidase subunit IV isoform 1,Expressed in all tissues,9.277810301892824,0.5673408484923195,9
6370,ENSG00000131148,ER membrane protein complex subunit 8,Expressed in all tissues,4.295641781657486,0.4827989039118106,4
6371,ENSG00000131149,Gse1 coiled-coil protein,Expressed in all tissues,4.939829391942557,0.5877427091392603,4
6374,ENSG00000131165,charged multivesicular body protein 1A,Expressed in all tissues,5.937742617700121,0.5840331972210028,5
6376,ENSG00000131174,cytochrome c oxidase subunit VIIb,Expressed in all tissues,6.318244600730129,0.9228019990056806,6
6384,ENSG00000131238,palmitoyl-protein thioesterase 1,Expressed in all tissues,6.683902018129451,0.9083801294244717,6
6386,ENSG00000131263,"ring finger protein, LIM domain interacting",Expressed in all tissues,4.048499252076546,0.7584017133129488,4
6388,ENSG00000131269,"ATP-binding cassette, sub-family B (MDR/TAP), member 7",Expressed in all tissues,4.459984414256466,0.536399629051096,4
6389,ENSG00000131323,TNF receptor-associated factor 3,Expressed in all tissues,3.8426918467071616,0.8938569909789189,3
6390,ENSG00000131351,"HAUS augmin-like complex, subunit 8",Expressed in all tissues,3.160824565824317,0.9462426514949764,3
6394,ENSG00000131373,2-hydroxyacyl-CoA lyase 1,Expressed in all tissues,4.607555251152357,0.7341034938477038,4
6395,ENSG00000131374,"TBC1 domain family, member 5",Expressed in all tissues,5.509614181564066,0.8645765112721169,5
6396,ENSG00000131375,calpain 7,Expressed in all tissues,5.004668261666815,0.5717989432632372,5
6399,ENSG00000131381,"zinc finger, FYVE domain containing 20",Expressed in all tissues,3.952714818355587,0.7233282924197754,3
6408,ENSG00000131446,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",Expressed in all tissues,6.703266270278719,0.5650491525490956,6
6410,ENSG00000131462,"tubulin, gamma 1",Expressed in all tissues,5.364526397412872,0.7197440320446659,5
6411,ENSG00000131467,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)",Expressed in all tissues,6.459901700779429,0.534728276244601,6
6413,ENSG00000131470,PSMC3 interacting protein,Expressed in all tissues,2.7271718757836028,0.9467338159968176,2
6415,ENSG00000131473,ATP citrate lyase,Expressed in all tissues,5.875809563056644,0.7914923120355116,5
6416,ENSG00000131475,vacuolar protein sorting 25 homolog (S. cerevisiae),Expressed in all tissues,6.1102795676358275,0.592991408783081,6
6420,ENSG00000131495,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa",Expressed in all tissues,6.539411431341949,0.4962763914290729,6
6421,ENSG00000131503,ankyrin repeat and KH domain containing 1,Expressed in all tissues,6.288684528379664,0.5428213893130106,6
6422,ENSG00000131504,diaphanous-related formin 1,Expressed in all tissues,5.779128286471016,0.7316891035737408,5
6423,ENSG00000131507,Nedd4 family interacting protein 1,Expressed in all tissues,6.39474363430603,0.7006705618920066,6
6424,ENSG00000131508,ubiquitin-conjugating enzyme E2D 2,Expressed in all tissues,6.877271792595574,0.6417360279054486,6
6425,ENSG00000131558,exocyst complex component 4,Expressed in all tissues,6.270848426474992,0.8251062435753198,6
6426,ENSG00000131584,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",Expressed in all tissues,4.993350847880621,0.8479508960840441,4
6427,ENSG00000131591,chromosome 1 open reading frame 159,Expressed in all tissues,2.6169386736300733,0.9228220309653201,2
6429,ENSG00000131626,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1",Expressed in all tissues,5.315017701955524,0.6348816625298385,5
6432,ENSG00000131652,THO complex 6 homolog (Drosophila),Expressed in all tissues,4.657536050701161,0.6445457706784793,4
6433,ENSG00000131653,"TNF receptor-associated factor 7, E3 ubiquitin protein ligase",Expressed in all tissues,5.266692183275278,0.6303964154743448,5
6435,ENSG00000131669,ninjurin 1,Expressed in all tissues,6.248589680180446,0.8757788893899732,6
6440,ENSG00000131724,"interleukin 13 receptor, alpha 1",Expressed in all tissues,5.803109806355388,0.9642118811692111,5
6441,ENSG00000131725,WD repeat domain 44,Expressed in all tissues,3.817786260673476,0.6615304781723309,3
6443,ENSG00000131732,"zinc finger, CCHC domain containing 9",Expressed in all tissues,5.00116816349315,0.6191174602959006,5
6448,ENSG00000131748,StAR-related lipid transfer (START) domain containing 3,Expressed in all tissues,5.769977972202087,0.6589664329762783,5
6449,ENSG00000131759,"retinoic acid receptor, alpha",Expressed in all tissues,5.222235591778135,0.8104235265632563,5
6452,ENSG00000131778,chromodomain helicase DNA binding protein 1-like,Expressed in all tissues,4.825108342790289,0.7161419200335073,4
6453,ENSG00000131779,peroxisomal biogenesis factor 11 beta,Expressed in all tissues,5.265261233583102,0.596929067796209,5
6455,ENSG00000131788,"protein inhibitor of activated STAT, 3",Expressed in all tissues,5.173849463845477,0.942371072688997,5
6456,ENSG00000131791,"protein kinase, AMP-activated, beta 2 non-catalytic subunit",Expressed in all tissues,4.51667913435755,0.750253005372693,4
6457,ENSG00000131795,RNA binding motif protein 8A,Expressed in all tissues,5.123512195695284,0.6215079663037381,5
6459,ENSG00000131828,pyruvate dehydrogenase (lipoamide) alpha 1,Expressed in all tissues,7.3948672511681375,0.7564019833688999,7
6461,ENSG00000131844,methylcrotonoyl-CoA carboxylase 2 (beta),Expressed in all tissues,5.634040597830119,0.7718811605709438,5
6462,ENSG00000131845,zinc finger protein 304,Expressed in all tissues,3.0529903310493145,0.7564512301917706,3
6463,ENSG00000131848,zinc finger and SCAN domain containing 5A,Expressed in all tissues,2.9311886305433084,0.850278382469081,2
6466,ENSG00000131871,VCP-interacting membrane protein,Expressed in all tissues,7.194798652016438,0.6782994127260247,7
6472,ENSG00000131931,"THAP domain containing, apoptosis associated protein 1",Expressed in all tissues,3.624203737848361,0.5886360276315434,3
6474,ENSG00000131943,chromosome 19 open reading frame 12,Expressed in all tissues,4.74240036056531,0.8457030622884335,4
6477,ENSG00000131966,actin-related protein 10 homolog (S. cerevisiae),Expressed in all tissues,6.357189179970875,0.5335660328757105,6
6482,ENSG00000132002,"DnaJ (Hsp40) homolog, subfamily B, member 1",Expressed in all tissues,6.885741712908843,0.903353400519773,6
6485,ENSG00000132005,"regulatory factor X, 1 (influences HLA class II expression)",Expressed in all tissues,2.572217761411641,0.6943221267707055,2
6488,ENSG00000132017,DDB1 and CUL4 associated factor 15,Expressed in all tissues,4.863629953241917,0.8363504185678649,4
6489,ENSG00000132024,coiled-coil and C2 domain containing 1A,Expressed in all tissues,4.966055343061243,0.6336382876660107,4
6492,ENSG00000132109,tripartite motif containing 21,Expressed in all tissues,4.518459933629464,0.9631732589927673,4
6494,ENSG00000132128,leucine rich repeat containing 41,Expressed in all tissues,5.4662429954068275,0.5595035665856816,5
6498,ENSG00000132142,acetyl-CoA carboxylase alpha,Expressed in all tissues,4.3017261847961406,0.8208510321715865,4
6499,ENSG00000132153,DEAH (Asp-Glu-Ala-His) box helicase 30,Expressed in all tissues,5.36430167693707,0.614940091888878,5
6500,ENSG00000132155,v-raf-1 murine leukemia viral oncogene homolog 1,Expressed in all tissues,6.614425531393588,0.47598391921992683,6
6505,ENSG00000132196,hydroxysteroid (17-beta) dehydrogenase 7,Expressed in all tissues,4.174783661733806,0.8945321430018756,4
6506,ENSG00000132199,enolase superfamily member 1,Expressed in all tissues,5.919938686341896,0.658510601377676,5
6509,ENSG00000132254,ADP-ribosylation factor interacting protein 2,Expressed in all tissues,5.845532869209667,0.6562486310062141,5
6510,ENSG00000132256,tripartite motif containing 5,Expressed in all tissues,4.351372777089317,0.8676271442318297,4
6515,ENSG00000132294,EFR3 homolog A (S. cerevisiae),Expressed in all tissues,5.580826675298283,0.6317171532033504,5
6517,ENSG00000132300,pentatricopeptide repeat domain 3,Expressed in all tissues,6.06074260039391,0.6052488105431583,6
6521,ENSG00000132323,integrin-linked kinase-associated serine/threonine phosphatase,Expressed in all tissues,5.2425541556374675,0.5290282917048159,5
6522,ENSG00000132326,period circadian clock 2,Expressed in all tissues,3.757086512555761,0.5879113343724495,3
6524,ENSG00000132330,selenocysteine lyase,Expressed in all tissues,3.4295496260427716,0.6215877408021361,3
6526,ENSG00000132341,"RAN, member RAS oncogene family",Expressed in all tissues,7.295566934978378,0.7171220881286082,7
6527,ENSG00000132356,"protein kinase, AMP-activated, alpha 1 catalytic subunit",Expressed in all tissues,6.078543758691531,0.6297654817330807,6
6530,ENSG00000132361,clustered mitochondria (cluA/CLU1) homolog,Expressed in all tissues,5.449367872695184,0.5856106948377413,5
6531,ENSG00000132376,inositol polyphosphate-5-phosphatase K,Expressed in all tissues,5.366381794027026,0.6302040881684051,5
6532,ENSG00000132382,MYB binding protein (P160) 1a,Expressed in all tissues,4.785589302589767,0.5717613080616666,4
6533,ENSG00000132383,"replication protein A1, 70kDa",Expressed in all tissues,5.7819831527013275,0.6039667590079075,5
6535,ENSG00000132388,ubiquitin-conjugating enzyme E2G 1,Expressed in all tissues,5.566783205535728,0.6576016495676993,5
6536,ENSG00000132394,"eukaryotic elongation factor, selenocysteine-tRNA-specific",Expressed in all tissues,4.119188103636625,0.5760874358349624,4
6537,ENSG00000132405,"TBC1 domain family, member 14",Expressed in all tissues,5.44866929471251,0.7277742236772696,5
6538,ENSG00000132406,transmembrane protein 128,Expressed in all tissues,5.366960298805296,0.7384899832667065,5
6539,ENSG00000132423,coenzyme Q3 methyltransferase,Expressed in all tissues,3.685873371021329,0.6482193518067346,3
6540,ENSG00000132424,PNN-interacting serine/arginine-rich protein,Expressed in all tissues,7.302568308365853,0.7990078233419121,7
6542,ENSG00000132432,Sec61 gamma subunit,Expressed in all tissues,7.709471460279834,0.43273465267632355,7
6543,ENSG00000132434,LanC lantibiotic synthetase component C-like 2 (bacterial),Expressed in all tissues,4.105729691540459,0.796185200257827,4
6547,ENSG00000132463,G-rich RNA sequence binding factor 1,Expressed in all tissues,6.590169722035815,0.43604130758892345,6
6550,ENSG00000132466,ankyrin repeat domain 17,Expressed in all tissues,4.931364239625933,0.49683498511094193,4
6551,ENSG00000132467,"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)",Expressed in all tissues,4.992951172300669,0.6567998199900515,4
6553,ENSG00000132471,WW domain binding protein 2,Expressed in all tissues,7.01795848064813,0.5364687420468351,7
6555,ENSG00000132478,unkempt family zinc finger,Expressed in all tissues,4.486320341305957,0.6752661409726332,4
6557,ENSG00000132485,"zinc finger, RAN-binding domain containing 2",Expressed in all tissues,6.653986795923048,0.7367862019224208,6
6560,ENSG00000132510,lysine (K)-specific demethylase 6B,Expressed in all tissues,4.4575881236133075,0.8347433776771934,4
6564,ENSG00000132522,G protein pathway suppressor 2,Expressed in all tissues,6.198847582770387,0.5023745130628264,6
6568,ENSG00000132549,vacuolar protein sorting 13 homolog B (yeast),Expressed in all tissues,3.6326560334890954,0.7674825869300306,3
6573,ENSG00000132581,stromal cell-derived factor 2,Expressed in all tissues,5.957493452445037,0.5527791109587276,5
6574,ENSG00000132589,flotillin 2,Expressed in all tissues,6.2257332435075945,0.7807514375510602,6
6576,ENSG00000132600,protein arginine methyltransferase 7,Expressed in all tissues,5.692336654222197,0.5067186880950548,5
6578,ENSG00000132604,telomeric repeat binding factor 2,Expressed in all tissues,4.903115982457064,0.6620390972571472,4
6579,ENSG00000132612,vacuolar protein sorting 4 homolog A (S. cerevisiae),Expressed in all tissues,6.424218871618991,0.4187837972222995,6
6584,ENSG00000132635,PC-esterase domain containing 1A,Expressed in all tissues,4.97143085476484,0.8072193895062453,4
6586,ENSG00000132640,BTB (POZ) domain containing 3,Expressed in all tissues,4.635953105893988,0.9048867706308242,4
6588,ENSG00000132661,NTF2-like export factor 1,Expressed in all tissues,4.110681652774507,0.7742260249798231,4
6590,ENSG00000132669,Ras and Rab interactor 2,Expressed in all tissues,4.803257322330538,0.9020924043400278,4
6591,ENSG00000132670,"protein tyrosine phosphatase, receptor type, A",Expressed in all tissues,6.220466222891482,0.8898463511042115,6
6593,ENSG00000132676,death associated protein 3,Expressed in all tissues,6.794911364690233,0.4136854423446599,6
6595,ENSG00000132680,KIAA0907,Expressed in all tissues,5.558220746245622,0.7131422664256023,5
6600,ENSG00000132694,Rho guanine nucleotide exchange factor (GEF) 11,Expressed in all tissues,4.5930486357446,0.7329447497793273,4
6605,ENSG00000132716,DDB1 and CUL4 associated factor 8,Expressed in all tissues,7.283591954959227,0.4075872181264077,7
6607,ENSG00000132740,immunoglobulin mu binding protein 2,Expressed in all tissues,4.059644105420783,0.6563037357502769,4
6612,ENSG00000132768,DPH2 homolog (S. cerevisiae),Expressed in all tissues,4.569224223162356,0.5048338976661149,4
6615,ENSG00000132781,mutY homolog,Expressed in all tissues,4.424301221950706,0.6652836217627724,4
6616,ENSG00000132792,"catenin, beta like 1",Expressed in all tissues,5.5818693386304385,0.677063182762065,5
6621,ENSG00000132823,oxidative stress responsive serine-rich 1,Expressed in all tissues,5.633782441116667,0.7175149304172662,5
6622,ENSG00000132824,serine incorporator 3,Expressed in all tissues,6.80278529254906,0.6773365230787343,6
6626,ENSG00000132842,"adaptor-related protein complex 3, beta 1 subunit",Expressed in all tissues,5.337794671467011,0.7792422230184315,5
6627,ENSG00000132846,"zinc finger, BED-type containing 3",Expressed in all tissues,2.9314054521317408,0.8781466820272552,2
6633,ENSG00000132879,F-box protein 44,Expressed in all tissues,4.439469950648503,0.9506079095543719,4
6635,ENSG00000132906,"caspase 9, apoptosis-related cysteine peptidase",Expressed in all tissues,4.248404335385816,0.7843503585855381,4
6637,ENSG00000132912,dynactin 4 (p62),Expressed in all tissues,5.453309939882988,0.5510381786902575,5
6641,ENSG00000132950,"zinc finger, MYM-type 5",Expressed in all tissues,4.009490404194011,0.7790330268330243,4
6642,ENSG00000132952,ubiquitin specific peptidase like 1,Expressed in all tissues,4.334591141420419,0.7122483797709326,4
6643,ENSG00000132953,exportin 4,Expressed in all tissues,3.6459606538084635,0.69082436897957,3
6645,ENSG00000132963,proteasome maturation protein,Expressed in all tissues,6.564522519367629,0.51775662783556,6
6646,ENSG00000132964,cyclin-dependent kinase 8,Expressed in all tissues,4.131326083652423,0.5629242505444049,4
6654,ENSG00000133027,phosphatidylethanolamine N-methyltransferase,Expressed in all tissues,5.05777504846585,0.8027965146410204,5
6655,ENSG00000133028,SCO1 cytochrome c oxidase assembly protein,Expressed in all tissues,4.724854197912505,0.6530998612519471,4
6656,ENSG00000133030,myosin phosphatase Rho interacting protein,Expressed in all tissues,6.6352110617484055,0.5923735980076809,6
6667,ENSG00000133103,component of oligomeric golgi complex 6,Expressed in all tissues,4.479352172241736,0.649745643893672,4
6668,ENSG00000133104,spastic paraplegia 20 (Troyer syndrome),Expressed in all tissues,5.757787294845554,0.9663858263120053,5
6673,ENSG00000133111,regulatory factor X-associated protein,Expressed in all tissues,3.0075072505488283,0.7828847952813838,3
6675,ENSG00000133114,GPALPP motifs containing 1,Expressed in all tissues,4.421673057798675,0.6283098246035306,4
6678,ENSG00000133119,"replication factor C (activator 1) 3, 38kDa",Expressed in all tissues,3.693904144844065,0.9676338280384441,3
6689,ENSG00000133193,"family with sequence similarity 104, member A",Expressed in all tissues,4.480521284020895,0.8332062352051023,4
6692,ENSG00000133226,serine/arginine repetitive matrix 1,Expressed in all tissues,6.613016981945966,0.6595430421876202,6
6693,ENSG00000133243,BTB (POZ) domain containing 2,Expressed in all tissues,5.446893914170237,0.6277357849909562,5
6695,ENSG00000133247,suppressor of variegation 4-20 homolog 2 (Drosophila),Expressed in all tissues,3.1027010032433804,0.7288662743800862,3
6696,ENSG00000133250,zinc finger protein 414,Expressed in all tissues,4.027031330796809,0.6570465684422797,4
6698,ENSG00000133265,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1",Expressed in all tissues,4.289707089865937,0.6262504354805182,4
6699,ENSG00000133275,"casein kinase 1, gamma 2",Expressed in all tissues,5.408067494190074,0.7473225695313989,5
6700,ENSG00000133302,ankyrin repeat domain 32,Expressed in all tissues,2.5418928794395206,0.7763104673023534,2
6703,ENSG00000133316,WD repeat domain 74,Expressed in all tissues,5.364142506654155,0.5560976724255415,5
6705,ENSG00000133318,reticulon 3,Expressed in all tissues,6.76313277109871,0.8686533092512988,6
6709,ENSG00000133393,FGFR1OP N-terminal like,Expressed in all tissues,5.271098892193264,0.5265121668915466,5
6710,ENSG00000133398,mediator complex subunit 10,Expressed in all tissues,5.527027966171423,0.5355996849119641,5
6712,ENSG00000133422,MORC family CW-type zinc finger 2,Expressed in all tissues,4.322903834091332,0.632048890185117,4
6723,ENSG00000133597,aarF domain containing kinase 2,Expressed in all tissues,4.312964821176429,0.6501843063316376,4
6724,ENSG00000133606,makorin ring finger protein 1,Expressed in all tissues,6.5489471084715065,0.5898618515187314,6
6725,ENSG00000133612,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",Expressed in all tissues,5.8158915432167175,0.7608593699514499,5
6727,ENSG00000133627,ARP3 actin-related protein 3 homolog B (yeast),Expressed in all tissues,3.3721446907871413,0.8717809183210291,3
6731,ENSG00000133641,chromosome 12 open reading frame 29,Expressed in all tissues,4.508450072056897,0.7440550247870711,4
6732,ENSG00000133657,ATPase type 13A3,Expressed in all tissues,5.8760051595960325,0.8774538487900654,5
6737,ENSG00000133703,Kirsten rat sarcoma viral oncogene homolog,Expressed in all tissues,4.651567735731121,0.8434389113710326,4
6738,ENSG00000133704,importin 8,Expressed in all tissues,5.052443425391096,0.616170531308256,5
6739,ENSG00000133706,leucyl-tRNA synthetase,Expressed in all tissues,5.889719694397897,0.5120953577733321,5
6741,ENSG00000133731,inositol(myo)-1(or 4)-monophosphatase 1,Expressed in all tissues,5.054700089008722,0.8444068390181317,5
6745,ENSG00000133773,coiled-coil domain containing 59,Expressed in all tissues,5.557126135398707,0.6357140548964773,5
6751,ENSG00000133812,SET binding factor 2,Expressed in all tissues,4.408553070505917,0.78129698145165,4
6753,ENSG00000133818,related RAS viral (r-ras) oncogene homolog 2,Expressed in all tissues,4.591191282896114,0.8547914779882942,4
6754,ENSG00000133835,hydroxysteroid (17-beta) dehydrogenase 4,Expressed in all tissues,7.330805439740078,0.7765906728052185,7
6755,ENSG00000133858,"zinc finger, C3H1-type containing",Expressed in all tissues,4.951787442074608,0.7928790828182376,4
6757,ENSG00000133872,transmembrane protein 66,Expressed in all tissues,8.600432213062057,0.6378429474956454,8
6758,ENSG00000133874,ring finger protein 122,Expressed in all tissues,3.445091778661055,0.9804001007474219,3
6760,ENSG00000133884,"D4, zinc and double PHD fingers family 2",Expressed in all tissues,5.61855558040912,0.7186895535131806,5
6761,ENSG00000133895,multiple endocrine neoplasia I,Expressed in all tissues,4.526462670966256,0.6445950414629878,4
6762,ENSG00000133935,chromosome 14 open reading frame 1,Expressed in all tissues,4.653255489848857,0.7610171307501452,4
6764,ENSG00000133943,chromosome 14 open reading frame 159,Expressed in all tissues,6.148277461634971,0.6378590882561762,6
6766,ENSG00000133961,numb homolog (Drosophila),Expressed in all tissues,6.21495181342721,0.7059553359191743,6
6769,ENSG00000133983,COX16 cytochrome c oxidase assembly homolog (S. cerevisiae),Expressed in all tissues,6.006077093290937,0.420836950133092,6
6771,ENSG00000133997,mediator complex subunit 6,Expressed in all tissues,4.9578637358271775,0.644444957096274,4
6775,ENSG00000134014,elongator acetyltransferase complex subunit 3,Expressed in all tissues,4.933400765545126,0.6429246063932189,4
6780,ENSG00000134046,methyl-CpG binding domain protein 2,Expressed in all tissues,5.953527470370254,0.6952329981318217,5
6781,ENSG00000134049,immediate early response 3 interacting protein 1,Expressed in all tissues,5.9974336356706175,0.49773341636966967,5
6784,ENSG00000134058,cyclin-dependent kinase 7,Expressed in all tissues,4.5530769641322255,0.651711718211643,4
6788,ENSG00000134077,THUMP domain containing 3,Expressed in all tissues,5.241850013021362,0.5899232900181335,5
6789,ENSG00000134086,"von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase",Expressed in all tissues,5.1656143853874745,0.7533536898172933,5
6790,ENSG00000134107,"basic helix-loop-helix family, member e40",Expressed in all tissues,6.696677371011651,0.8472901149551946,6
6791,ENSG00000134108,ADP-ribosylation factor-like 8B,Expressed in all tissues,6.32118553000666,0.6361276029746767,6
6796,ENSG00000134146,diphthamine biosynthesis 6,Expressed in all tissues,4.8717206482861455,0.6557783008101351,4
6797,ENSG00000134152,katanin p80 subunit B-like 1,Expressed in all tissues,4.658071930226862,0.7916874410928362,4
6798,ENSG00000134153,ER membrane protein complex subunit 7,Expressed in all tissues,6.542575700666705,0.4251198724288629,6
6802,ENSG00000134186,pre-mRNA processing factor 38B,Expressed in all tissues,5.866202173021566,0.7531078186195361,5
6817,ENSG00000134248,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",Expressed in all tissues,7.548128058671101,0.6127297372577167,7
6819,ENSG00000134250,notch 2,Expressed in all tissues,4.991974157456755,0.9380438541801049,4
6821,ENSG00000134255,choline/ethanolamine phosphotransferase 1,Expressed in all tissues,5.310080563830305,0.8510729205120058,5
6825,ENSG00000134262,"adaptor-related protein complex 4, beta 1 subunit",Expressed in all tissues,4.698301052866632,0.8288760173556431,4
6826,ENSG00000134265,"N-ethylmaleimide-sensitive factor attachment protein, gamma",Expressed in all tissues,4.766717036630966,0.5902234190898752,4
6828,ENSG00000134283,periphilin 1,Expressed in all tissues,5.923892501490539,0.7111778714543238,5
6830,ENSG00000134287,ADP-ribosylation factor 3,Expressed in all tissues,6.634323515118432,0.9036748711245552,6
6831,ENSG00000134291,transmembrane protein 106C,Expressed in all tissues,6.512635398887082,0.765084310859206,6
6833,ENSG00000134308,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta",Expressed in all tissues,7.862677625347942,0.7448259721090394,7
6834,ENSG00000134313,"kinase D-interacting substrate, 220kDa",Expressed in all tissues,5.188536684302104,0.7028397371261942,5
6836,ENSG00000134318,"Rho-associated, coiled-coil containing protein kinase 2",Expressed in all tissues,4.831585580503367,0.7358158634355926,4
6839,ENSG00000134324,lipin 1,Expressed in all tissues,5.055659033280564,0.8813504818700043,5
6841,ENSG00000134330,isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae),Expressed in all tissues,5.971797140382744,0.6120787099150005,5
6842,ENSG00000134333,lactate dehydrogenase A,Expressed in all tissues,8.566909289389812,0.8288020443550779,8
6845,ENSG00000134352,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",Expressed in all tissues,6.4643698651002195,0.9109895690797182,6
6856,ENSG00000134440,asparaginyl-tRNA synthetase,Expressed in all tissues,7.035221505350237,0.5030883354984985,7
6858,ENSG00000134444,KIAA1468,Expressed in all tissues,4.777246224684559,0.7777594182316953,4
6859,ENSG00000134452,"F-box protein, helicase, 18",Expressed in all tissues,5.774383541161856,0.6119742738967863,5
6860,ENSG00000134453,RNA binding motif protein 17,Expressed in all tissues,6.819175756926904,0.6517406179760925,6
6862,ENSG00000134461,ankyrin repeat domain 16,Expressed in all tissues,2.5768255321143574,0.6889369072104062,2
6865,ENSG00000134480,cyclin H,Expressed in all tissues,5.656387828647974,0.6487031389684699,5
6867,ENSG00000134490,transmembrane protein 241,Expressed in all tissues,2.9816372177835326,0.7878317704324366,2
6881,ENSG00000134574,"damage-specific DNA binding protein 2, 48kDa",Expressed in all tissues,4.568874412493161,0.9584541390094543,4
6882,ENSG00000134575,"acid phosphatase 2, lysosomal",Expressed in all tissues,5.257324852442972,0.6808436096427881,5
6887,ENSG00000134597,"RNA binding motif protein, X-linked 2",Expressed in all tissues,4.290421805141524,0.5897919509330727,4
6891,ENSG00000134644,pumilio RNA-binding family member 1,Expressed in all tissues,5.813426847854959,0.5117271669175724,5
6893,ENSG00000134684,tyrosyl-tRNA synthetase,Expressed in all tissues,5.813696226588941,0.5409895744503069,5
6894,ENSG00000134686,polyhomeotic homolog 2 (Drosophila),Expressed in all tissues,6.492227833120485,0.640504220488861,6
6897,ENSG00000134698,argonaute RISC catalytic component 4,Expressed in all tissues,3.9239989678700544,0.7414127365733003,3
6901,ENSG00000134744,"zinc finger, CCHC domain containing 11",Expressed in all tissues,5.248028018468757,0.7812087478476701,5
6902,ENSG00000134748,pre-mRNA processing factor 38A,Expressed in all tissues,5.037737388540238,0.6934353708529924,5
6905,ENSG00000134758,"ring finger protein 138, E3 ubiquitin protein ligase",Expressed in all tissues,4.700613245154917,0.920123864034638,4
6906,ENSG00000134759,elongator acetyltransferase complex subunit 2,Expressed in all tissues,5.870074112962932,0.5132648523538089,5
6912,ENSG00000134779,tubulin polyglutamylase complex subunit 2,Expressed in all tissues,6.204663927882838,0.9163985210513728,6
6917,ENSG00000134815,DEAH (Asp-Glu-Ala-His) box polypeptide 34,Expressed in all tissues,3.1408286283001017,0.8146287871300886,3
6920,ENSG00000134825,transmembrane protein 258,Expressed in all tissues,7.321448729974506,0.3819437672045431,7
6923,ENSG00000134851,transmembrane protein 165,Expressed in all tissues,6.064093619482033,0.8569867621408275,6
6924,ENSG00000134852,clock circadian regulator,Expressed in all tissues,3.6921000738089402,0.8595102061229929,3
6930,ENSG00000134882,UBA domain containing 2,Expressed in all tissues,6.492512895422067,0.5895277087084763,6
6931,ENSG00000134884,arginine and glutamate rich 1,Expressed in all tissues,7.72058108978156,0.8196402309670187,7
6932,ENSG00000134897,"basic, immunoglobulin-like variable motif containing",Expressed in all tissues,4.155679155392036,0.6795483084476569,4
6933,ENSG00000134899,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Expressed in all tissues,5.572490274955828,0.5812169731327577,5
6934,ENSG00000134900,tripeptidyl peptidase II,Expressed in all tissues,5.370260704530789,0.7111385559143308,5
6938,ENSG00000134910,"STT3A, subunit of the oligosaccharyltransferase complex (catalytic)",Expressed in all tissues,6.993195660510706,0.7639431900037569,6
6944,ENSG00000134970,transmembrane emp24 protein transport domain containing 7,Expressed in all tissues,6.091432228589858,0.6848533888159849,6
