target_id	length	eff_length	est_counts	tpm
lcl|CP014585.1_mrna_2587	3627	3369.68	477.636	2.28173
lcl|CP014585.1_mrna_2588	2281	2023.68	265.364	2.11085
lcl|CP014585.1_mrna_2589	1954	1696.68	3864.77	36.6674
lcl|CP014585.1_mrna_2590	1376	1118.68	498.421	7.17213
lcl|CP014585.1_mrna_2591	528	270.927	1252.58	74.4232
lcl|CP014585.1_mrna_2592	1873	1615.68	1997	19.8966
lcl|CP014585.1_mrna_2593	6650	6392.68	2084.89	5.24996
lcl|CP014585.1_mrna_2594	1227	969.677	3292.11	54.6517
lcl|CP014585.1_mrna_2595	1862	1604.68	911	9.13875
lcl|CP014585.1_mrna_2596	585	327.814	1720	84.4612
lcl|CP014585.1_mrna_2597	1704	1446.68	1626	18.0928
lcl|CP014585.1_mrna_2598	390	136.154	4710	556.862
lcl|CP014585.1_mrna_2599	519	261.956	3745	230.133
lcl|CP014585.1_mrna_2600	5571	5313.68	3094	9.37306
lcl|CP014585.1_mrna_2601	417	161.485	11587	1155.04
lcl|CP014585.1_mrna_2602	1083	825.677	2041	39.7914
lcl|CP014585.1_mrna_2603	1354	1096.68	1739	25.5257
lcl|CP014585.1_mrna_2604	3030	2772.68	2101	12.1978
lcl|CP014585.1_mrna_2605	4053	3795.68	1297	5.50056
lcl|CP014585.1_mrna_2606	2187	1929.68	972	8.10845
lcl|CP014585.1_trna_2607	84	31.1781	1	0.516305
lcl|CP014585.1_mrna_2608	1014	756.677	979	20.8271
lcl|CP014585.1_mrna_2609	2913	2655.68	4949	29.9984
lcl|CP014585.1_mrna_2610	823	565.697	332	9.44735
lcl|CP014585.1_mrna_2611	975	717.677	4924	110.445
lcl|CP014585.1_mrna_2612	2223	1965.68	7078	57.9635
lcl|CP014585.1_mrna_2613	945	687.677	299	6.99911
lcl|CP014585.1_mrna_2614	1239	981.677	909	14.9057
lcl|CP014585.1_mrna_2615	1977	1719.68	3838	35.9264
lcl|CP014585.1_mrna_2616	3040	2782.68	4635	26.8129
lcl|CP014585.1_mrna_2617	2406	2148.68	3858	28.9033
lcl|CP014585.1_mrna_2618	2124	1866.68	1694	14.6083
lcl|CP014585.1_mrna_2619	1116	858.677	1459.08	27.3531
lcl|CP014585.1_mrna_2620	2287	2029.68	2780.92	22.0555
lcl|CP014585.1_mrna_2621	3364	3106.68	6632	34.3641
lcl|CP014585.1_mrna_2622	2320	2062.68	7861.97	61.3559
lcl|CP014585.1_mrna_2623	1053	795.677	1113.03	22.5177
lcl|CP014585.1_mrna_2624	519	261.956	676	41.5407
lcl|CP014585.1_mrna_2625	580	322.822	1634	81.4789
lcl|CP014585.1_mrna_2626	2001	1743.68	2564	23.6705
lcl|CP014585.1_mrna_2627	1026	768.677	3300	69.1076
lcl|CP014585.1_mrna_2628	345	97.1711	6	0.993963
lcl|CP014585.1_mrna_2629	1938	1680.68	2344	22.4507
lcl|CP014585.1_mrna_2630	4629	4371.68	2627	9.67315
lcl|CP014585.1_mrna_2631	1605	1347.68	9017	107.704
lcl|CP014585.1_mrna_2632	2324	2066.68	14418	112.302
lcl|CP014585.1_mrna_2633	3239	2981.68	1420.74	7.67026
lcl|CP014585.1_mrna_2634	1231	973.677	2100.26	34.7228
lcl|CP014585.1_mrna_2635	1122	864.677	842	15.6752
lcl|CP014585.1_mrna_2636	1665	1407.68	628	7.18146
lcl|CP014585.1_mrna_2637	783	525.702	577	17.6682
lcl|CP014585.1_mrna_2638	811	553.697	4941	143.648
lcl|CP014585.1_mrna_2639	1705	1447.68	22543	250.666
lcl|CP014585.1_mrna_2640	654	396.769	222	9.00683
lcl|CP014585.1_mrna_2641	732	474.71	1419	48.1182
lcl|CP014585.1_mrna_2642	1125	867.677	18383	341.047
lcl|CP014585.1_mrna_2643	1698	1440.68	2347	26.2242
lcl|CP014585.1_mrna_2644	2838	2580.68	4509	28.1257
lcl|CP014585.1_mrna_2645	796	538.702	2618	78.2307
lcl|CP014585.1_mrna_2646	2388	2130.68	3659	27.644
lcl|CP014585.1_mrna_2647	828	570.697	22833	644.04
lcl|CP014585.1_mrna_2648	3251	2993.68	1346	7.23763
lcl|CP014585.1_mrna_2649	919	661.677	1929	46.9291
lcl|CP014585.1_mrna_2650	2013	1755.68	6938	63.613
lcl|CP014585.1_mrna_2651	3240	2982.68	1162	6.27128
lcl|CP014585.1_mrna_2652	785	527.702	12533	382.316
lcl|CP014585.1_mrna_2653	2360	2102.68	1652	12.6472
lcl|CP014585.1_mrna_2654	1249	991.677	95245	1546.07
lcl|CP014585.1_mrna_2655	4371	4113.68	7295	28.5464
lcl|CP014585.1_mrna_2656	2658	2400.68	2902	19.459
lcl|CP014585.1_mrna_2657	1080	822.677	324	6.33974
lcl|CP014585.1_mrna_2658	936	678.677	591	14.0178
lcl|CP014585.1_mrna_2659	1545	1287.68	3734	46.6792
lcl|CP014585.1_mrna_2660	3038	2780.68	15716	90.9803
lcl|CP014585.1_mrna_2661	1410	1152.68	30828	430.52
lcl|CP014585.1_mrna_2662	303	67.8832	0	0
lcl|CP014585.1_mrna_2663	1086	828.677	124322	2415.01
lcl|CP014585.1_mrna_2664	2290	2032.68	6388	50.5886
lcl|CP014585.1_mrna_2665	2068	1810.68	20102.9	178.721
lcl|CP014585.1_mrna_2666	5637	5379.68	36515.1	109.263
lcl|CP014585.1_mrna_2667	2697	2439.68	3454	22.7901
lcl|CP014585.1_mrna_2668	333	87.9587	0	0
lcl|CP014585.1_mrna_2669	4049	3791.68	3401.04	14.439
lcl|CP014585.1_mrna_2670	1539	1281.68	676.957	8.50234
lcl|CP014585.1_mrna_2671	2391	2133.68	3300	24.8967
lcl|CP014585.1_mrna_2672	790	532.702	4182	126.373
lcl|CP014585.1_mrna_2673	2501	2243.68	7100	50.9394
lcl|CP014585.1_mrna_2674	2557	2299.68	5824	40.7672
lcl|CP014585.1_mrna_2675	821	563.697	926	26.4436
lcl|CP014585.1_mrna_2676	914	656.677	2396.49	58.7463
lcl|CP014585.1_mrna_2677	2186	1928.68	558.506	4.66149
lcl|CP014585.1_mrna_2678	1455	1197.68	536	7.20412
lcl|CP014585.1_mrna_2679	1471	1213.68	1670	22.1498
lcl|CP014585.1_mrna_2680	1104	846.677	1618	30.7622
lcl|CP014585.1_mrna_2681	1704	1446.68	1438	16.0009
lcl|CP014585.1_mrna_2682	441	184.711	721	62.8347
lcl|CP014585.1_mrna_2683	969	711.677	1194	27.0071
lcl|CP014585.1_mrna_2684	3638	3380.68	5778.44	27.5146
lcl|CP014585.1_mrna_2685	2935	2677.68	1003.56	6.03308
lcl|CP014585.1_mrna_2686	2401	2143.68	16204	121.68
lcl|CP014585.1_mrna_2687	1889	1631.68	3488	34.4111
lcl|CP014585.1_mrna_2688	756	498.71	4095.88	132.207
lcl|CP014585.1_mrna_2689	3006	2748.68	706.115	4.13531
lcl|CP014585.1_mrna_2690	845	587.693	2863	78.4201
lcl|CP014585.1_mrna_2691	1173	915.677	8407	147.793
lcl|CP014585.1_mrna_2692	1182	924.677	1220	21.2386
lcl|CP014585.1_mrna_2693	633	375.781	788	33.7557
lcl|CP014585.1_mrna_2694	477	220.182	4877	356.555
lcl|CP014585.1_mrna_2695	1510	1252.68	10464	134.467
lcl|CP014585.1_mrna_2696	1020	762.677	1005	21.212
lcl|CP014585.1_mrna_2697	375	122.523	1493	196.155
lcl|CP014585.1_mrna_2698	567	309.843	285	14.8067
lcl|CP014585.1_mrna_2699	1151	893.677	1426.71	25.6987
lcl|CP014585.1_mrna_2700	883	625.688	1758.29	45.2365
lcl|CP014585.1_mrna_2701	2197	1939.68	4221	35.0302
lcl|CP014585.1_mrna_2702	2389	2131.68	1997	15.0804
lcl|CP014585.1_mrna_2703	906	648.677	1871	46.4303
lcl|CP014585.1_mrna_2704	2859	2601.68	1451.53	8.98109
lcl|CP014585.1_mrna_2705	4841	4583.68	760.468	2.67069
lcl|CP014585.1_mrna_2706	618	360.791	138	6.15715
lcl|CP014585.1_mrna_2707	936	678.677	2145	50.8769
lcl|CP014585.1_mrna_2708	3343	3085.68	3403	17.7528
lcl|CP014585.1_mrna_2709	2517	2259.68	4663.19	33.2195
lcl|CP014585.1_mrna_2710	1914	1656.68	85984.8	835.488
lcl|CP014585.1_mrna_2711	1815	1557.68	776	8.01937
lcl|CP014585.1_mrna_2712	1120	862.677	1515	28.2697
lcl|CP014585.1_mrna_2713	980	722.677	690	15.3695
lcl|CP014585.1_mrna_2714	2096	1838.68	7921	69.3475
lcl|CP014585.1_mrna_2715	2758	2500.68	2325	14.9665
lcl|CP014585.1_mrna_2716	861	603.693	1342.91	35.8086
lcl|CP014585.1_mrna_2717	3893	3635.68	4029.09	17.8393
lcl|CP014585.1_mrna_2718	813	555.697	1065	30.8509
lcl|CP014585.1_mrna_2719	2289	2031.68	1483	11.7501
lcl|CP014585.1_mrna_2720	780	522.702	182	5.60497
lcl|CP014585.1_mrna_2721	300	66.1743	930	226.23
lcl|CP014585.1_mrna_2722	2213	1955.68	3378	27.8047
lcl|CP014585.1_mrna_2723	903	645.682	3069	76.5128
lcl|CP014585.1_mrna_2724	1683	1425.68	24101	272.126
lcl|CP014585.1_mrna_2725	2657	2399.68	444	2.97842
lcl|CP014585.1_mrna_2726	1383	1125.68	3172	45.3603
lcl|CP014585.1_mrna_2727	1532	1274.68	4045	51.0828
lcl|CP014585.1_mrna_2728	522	264.952	1083	65.7987
lcl|CP014585.1_mrna_2729	2484	2226.68	18802	135.926
lcl|CP014585.1_mrna_2730	1594	1336.68	3111.21	37.4679
lcl|CP014585.1_mrna_2731	822	564.697	585.79	16.6987
lcl|CP014585.1_mrna_2732	1237	979.677	2398.05	39.4031
lcl|CP014585.1_mrna_2733	2411	2153.68	1269.95	9.49212
lcl|CP014585.1_mrna_2734	1404	1146.68	1543	21.6611
lcl|CP014585.1_mrna_2735	708	450.726	4024	143.715
lcl|CP014585.1_mrna_2736	450	193.531	84736	7048.13
lcl|CP014585.1_mrna_2737	1482	1224.68	1939	25.4866
lcl|CP014585.1_mrna_2738	867	609.688	571	15.076
lcl|CP014585.1_mrna_2739	1134	876.677	3408	62.5772
lcl|CP014585.1_mrna_2740	1101	843.677	15362	293.108
lcl|CP014585.1_mrna_2741	1446	1188.68	4546	61.5633
lcl|CP014585.1_mrna_2742	1047	789.677	975	19.8752
lcl|CP014585.1_mrna_2743	501	244.011	1497	98.7573
lcl|CP014585.1_mrna_2744	1044	786.677	5438	111.275
lcl|CP014585.1_mrna_2745	2011	1753.68	4771	43.7941
lcl|CP014585.1_mrna_2746	1003	745.677	671	14.4853
lcl|CP014585.1_mrna_2747	3090	2832.68	5646.16	32.0857
lcl|CP014585.1_mrna_2748	1272	1014.68	844.841	13.403
lcl|CP014585.1_mrna_2749	453	196.49	9379	768.372
lcl|CP014585.1_mrna_2750	1166	908.677	2715	48.0968
lcl|CP014585.1_mrna_2751	5757	5499.68	2443.23	7.15127
lcl|CP014585.1_mrna_2752	12831	12573.7	2796.77	3.58056
lcl|CP014585.1_mrna_2753	1749	1491.68	1530	16.511
lcl|CP014585.1_mrna_2754	963	705.677	2483	56.6405
lcl|CP014585.1_mrna_2755	2225	1967.68	1098	8.98265
lcl|CP014585.1_mrna_2756	1495	1237.68	267	3.47264
lcl|CP014585.1_mrna_2757	1014	756.677	1942	41.3138
lcl|CP014585.1_mrna_2758	1044	786.677	942	19.2757
lcl|CP014585.1_mrna_2759	2044	1786.68	11254	101.395
lcl|CP014585.1_mrna_2760	2330	2072.68	4431.75	34.4191
lcl|CP014585.1_mrna_2761	1023	765.677	351.252	7.38464
lcl|CP014585.1_mrna_2762	474	217.21	530	39.2783
lcl|CP014585.1_mrna_2763	1642	1384.68	3754.8	43.651
lcl|CP014585.1_mrna_2764	1094	836.677	45307.2	871.697
lcl|CP014585.1_mrna_2765	4663	4405.68	4118	15.0463
lcl|CP014585.1_trna_2766	86	31.2395	9.375	4.83084
lcl|CP014585.1_mrna_2767	3507	3249.68	3165	15.678
lcl|CP014585.1_mrna_2768	675	417.758	10590	408.063
lcl|CP014585.1_mrna_2769	1834	1576.68	1407	14.3651
lcl|CP014585.1_mrna_2770	882	624.688	5640	145.336
lcl|CP014585.1_mrna_2771	621	363.791	668	29.5584
lcl|CP014585.1_mrna_2772	306	69.6593	1477	341.316
lcl|CP014585.1_mrna_2773	2679	2421.68	7305	48.5579
lcl|CP014585.1_mrna_2774	1967	1709.68	1763	16.5995
lcl|CP014585.1_mrna_2775	1086	828.677	5249	101.964
lcl|CP014585.1_mrna_2776	1796	1538.68	0	0
lcl|CP014585.1_mrna_2777	4207	3949.68	4856.77	19.7944
lcl|CP014585.1_mrna_2778	2171	1913.68	93851.2	789.455
lcl|CP014585.1_mrna_2779	4183	3925.68	1005.11	4.12151
lcl|CP014585.1_mrna_2780	1930	1672.68	96241.9	926.207
lcl|CP014585.1_mrna_2781	1455	1197.68	2441	32.8083
lcl|CP014585.1_mrna_2782	1135	877.677	22187	406.93
lcl|CP014585.1_mrna_2783	1797	1539.68	1544	16.1426
lcl|CP014585.1_mrna_2784	1374	1116.68	1909.45	27.5255
lcl|CP014585.1_mrna_2785	2293	2035.68	9331.55	73.7906
lcl|CP014585.1_mrna_2786	2008	1750.68	1836	16.882
lcl|CP014585.1_mrna_2787	1794	1536.68	1605.89	16.8224
lcl|CP014585.1_mrna_2788	4281	4023.68	25285.1	101.157
lcl|CP014585.1_mrna_2789	918	660.677	513	12.4993
lcl|CP014585.1_mrna_2790	1218	960.677	1097	18.3817
lcl|CP014585.1_mrna_2791	2871	2613.68	3767	23.2006
lcl|CP014585.1_mrna_2792	447	190.597	3727	314.775
lcl|CP014585.1_mrna_2793	2497	2239.68	7649	54.9763
lcl|CP014585.1_mrna_2794	1354	1096.68	2	0.0293567
lcl|CP014585.1_mrna_2795	1960	1702.68	4313	40.7759
lcl|CP014585.1_mrna_2796	1113	855.677	1332	25.0582
lcl|CP014585.1_mrna_2797	462	205.338	85753	6722.58
lcl|CP014585.1_mrna_2798	1230	972.677	4294	71.064
lcl|CP014585.1_mrna_2799	2106	1848.68	41489.1	361.268
lcl|CP014585.1_mrna_2800	1999	1741.68	1734.88	16.0346
lcl|CP014585.1_mrna_2801	2320	2062.68	19704	153.773
lcl|CP014585.1_mrna_2802	1665	1407.68	916	10.4749
lcl|CP014585.1_mrna_2803	1891	1633.68	2694	26.5453
lcl|CP014585.1_mrna_2804	654	396.769	495	20.0828
lcl|CP014585.1_mrna_2805	630	372.788	379	16.3657
lcl|CP014585.1_mrna_2806	474	217.21	308	22.8259
lcl|CP014585.1_mrna_2807	1940	1682.68	3121	29.8572
lcl|CP014585.1_mrna_2808	1023	765.677	1710	35.9506
lcl|CP014585.1_mrna_2809	3492	3234.68	1239	6.1659
lcl|CP014585.1_mrna_2810	843	585.693	4454	122.416
lcl|CP014585.1_mrna_2811	1206	948.677	6009	101.962
lcl|CP014585.1_mrna_2812	2322	2064.68	2070	16.1389
lcl|CP014585.1_mrna_2813	1414	1156.68	2428	33.7903
lcl|CP014585.1_mrna_2814	7293	7035.68	2429.87	5.55948
lcl|CP014585.1_mrna_2815	5067	4809.68	3876.13	12.9729
lcl|CP014585.1_mrna_2816	1595	1337.68	2421	29.134
lcl|CP014585.1_mrna_2817	2449	2191.68	1271	9.33523
lcl|CP014585.1_mrna_2818	555	297.863	208	11.2409
lcl|CP014585.1_mrna_2819	963	705.677	0	0
lcl|CP014585.1_mrna_2820	1200	942.677	6075	103.738
lcl|CP014585.1_mrna_2821	3377	3119.68	1328.58	6.8554
lcl|CP014585.1_mrna_2822	2677	2419.68	4603.42	30.6253
lcl|CP014585.1_mrna_2823	1342	1084.68	1705	25.3035
lcl|CP014585.1_mrna_2824	981	723.677	2169	48.2471
lcl|CP014585.1_mrna_2825	342	94.796	507	86.0942
lcl|CP014585.1_mrna_2826	861	603.693	1245	33.1978
lcl|CP014585.1_mrna_2827	840	582.693	288	7.95626
lcl|CP014585.1_mrna_2828	7003	6745.68	9250.77	22.0754
lcl|CP014585.1_mrna_2829	4255	3997.68	1490.23	6.00071
lcl|CP014585.1_mrna_2830	730	472.714	276	9.39867
lcl|CP014585.1_mrna_2831	686	428.744	4313	161.934
lcl|CP014585.1_mrna_2832	1089	831.677	1751	33.8912
lcl|CP014585.1_mrna_2833	1830	1572.68	4961	50.7792
lcl|CP014585.1_mrna_2834	1893	1635.68	6573	64.6878
lcl|CP014585.1_mrna_2835	1059	801.677	14083	282.782
lcl|CP014585.1_mrna_2836	729	471.714	4059	138.515
lcl|CP014585.1_mrna_2837	1825	1567.68	364	3.73767
lcl|CP014585.1_mrna_2838	2793	2535.68	1008	6.39916
lcl|CP014585.1_mrna_2839	990	732.677	1941	42.6451
lcl|CP014585.1_mrna_2840	1419	1161.68	707	9.79693
lcl|CP014585.1_mrna_2841	4342	4084.68	3578	14.1006
lcl|CP014585.1_mrna_2842	1050	792.677	1184	24.0443
lcl|CP014585.1_mrna_2843	2412	2154.68	3288	24.5644
lcl|CP014585.1_mrna_2844	1711	1453.68	0	0
lcl|CP014585.1_mrna_2845	1655	1397.68	0	0
lcl|CP014585.1_mrna_2846	1588	1330.68	5889.51	71.2464
lcl|CP014585.1_mrna_2847	1652	1394.68	0	0
lcl|CP014585.1_mrna_2848	1596	1338.68	22.2307	0.267321
lcl|CP014585.1_mrna_2849	2115	1857.68	6421.26	55.6424
lcl|CP014585.1_mrna_2850	1578	1320.68	28323	345.222
lcl|CP014585.1_trna_2851	71	26.1649	17.6667	10.8691
lcl|CP014585.1_mrna_2852	1247	989.677	3810.01	61.9711
lcl|CP014585.1_mrna_2853	6180	5922.68	2606.84	7.08521
lcl|CP014585.1_mrna_2854	2809	2551.68	4187.15	26.4149
lcl|CP014585.1_mrna_2855	3943	3685.68	8774	38.321
lcl|CP014585.1_mrna_2856	414	158.617	4086	414.671
lcl|CP014585.1_mrna_2857	543	285.897	3219	181.245
lcl|CP014585.1_mrna_2858	1242	984.677	843	13.7813
lcl|CP014585.1_mrna_2859	375	122.523	244.688	32.148
lcl|CP014585.1_mrna_2860	2595	2337.68	3777.31	26.0108
lcl|CP014585.1_mrna_2861	1902	1644.68	5236	51.2478
lcl|CP014585.1_mrna_2862	2247	1989.68	12229	98.9383
lcl|CP014585.1_mrna_2863	1017	759.677	979	20.7448
lcl|CP014585.1_mrna_2864	2389	2131.68	65598.6	495.37
lcl|CP014585.1_mrna_2865	1917	1659.68	748.376	7.25859
lcl|CP014585.1_mrna_2866	1605	1347.68	4124	49.2594
lcl|CP014585.1_mrna_2867	372	119.852	1191	159.964
lcl|CP014585.1_mrna_2868	1623	1365.68	2223	26.2028
lcl|CP014585.1_mrna_2869	1596	1338.68	10215	122.834
lcl|CP014585.1_mrna_2870	1675	1417.68	5752.53	65.3187
lcl|CP014585.1_mrna_2871	1436	1178.68	1585.47	21.6531
lcl|CP014585.1_trna_2872	74	28.3247	18.2022	10.3446
lcl|CP014585.1_mrna_2873	1349	1091.68	861	12.6959
lcl|CP014585.1_mrna_2874	2088	1830.68	870	7.65004
lcl|CP014585.1_mrna_2875	1419	1161.68	1648	22.8364
lcl|CP014585.1_mrna_2876	987	729.677	1863	41.0997
lcl|CP014585.1_mrna_2877	735	477.71	2156	72.6507
lcl|CP014585.1_mrna_2878	1012	754.677	76888	1640.04
lcl|CP014585.1_mrna_2879	1798	1540.68	18208	190.242
lcl|CP014585.1_mrna_2880	1191	933.677	1189	20.4994
lcl|CP014585.1_mrna_2881	5124	4866.68	10113	33.4506
lcl|CP014585.1_mrna_2882	3874	3616.68	5678	25.2721
lcl|CP014585.1_mrna_2883	1108	850.677	2962	56.0501
lcl|CP014585.1_mrna_2884	3183	2925.68	5133	28.2424
lcl|CP014585.1_mrna_2885	622	364.791	6246	275.622
lcl|CP014585.1_mrna_2886	507	249.986	4438	285.777
lcl|CP014585.1_mrna_2887	4089	3831.68	10716.9	45.0232
lcl|CP014585.1_mrna_2888	1886	1628.68	3651.1	36.0865
lcl|CP014585.1_mrna_2889	3223	2965.68	7078	38.4187
lcl|CP014585.1_mrna_2890	1503	1245.68	8556	110.566
lcl|CP014585.1_mrna_2891	714	456.722	1034	36.4439
lcl|CP014585.1_mrna_2892	568	310.843	12860	665.972
lcl|CP014585.1_mrna_2893	3293	3035.68	1371	7.27006
lcl|CP014585.1_mrna_2894	1646	1388.68	498	5.77277
lcl|CP014585.1_mrna_2895	1920	1662.68	812	7.86148
lcl|CP014585.1_mrna_2896	1974	1716.68	14713	137.965
lcl|CP014585.1_mrna_2897	783	525.702	568	17.3926
lcl|CP014585.1_mrna_2898	489	232.1	1832.65	127.104
lcl|CP014585.1_mrna_2899	2937	2679.68	11363.3	68.2622
lcl|CP014585.1_mrna_2900	758	500.71	6564	211.027
lcl|CP014585.1_mrna_2901	1263	1005.68	896	14.3419
lcl|CP014585.1_mrna_2902	3158	2900.68	2163	12.0036
lcl|CP014585.1_mrna_2903	3033	2775.68	493.576	2.86247
lcl|CP014585.1_mrna_2904	1692	1434.68	1100.42	12.347
lcl|CP014585.1_mrna_2905	2289	2031.68	922	7.3052
lcl|CP014585.1_mrna_2906	3690	3432.68	9588.52	44.965
lcl|CP014585.1_mrna_2907	893	635.682	1059.48	26.8292
lcl|CP014585.1_mrna_2908	603	345.803	869	40.4527
lcl|CP014585.1_mrna_2909	1173	915.677	4186	73.589
lcl|CP014585.1_mrna_2910	713	455.722	7678	271.209
lcl|CP014585.1_mrna_2911	1370	1112.68	4804.4	69.5066
lcl|CP014585.1_mrna_2912	3008	2750.68	1825.6	10.6837
lcl|CP014585.1_mrna_2913	3042	2784.68	800	4.62457
lcl|CP014585.1_mrna_2914	477	220.182	732	53.5161
lcl|CP014585.1_mrna_2915	1203	945.677	1178	20.052
lcl|CP014585.1_mrna_2916	444	187.644	684	58.6783
lcl|CP014585.1_mrna_2917	852	594.693	859	23.2518
lcl|CP014585.1_mrna_2918	4391	4133.68	4183	16.2895
lcl|CP014585.1_mrna_2919	624	366.791	3254	142.809
lcl|CP014585.1_mrna_2920	1528	1270.68	2707	34.2933
lcl|CP014585.1_mrna_2921	796	538.702	2382	71.1786
lcl|CP014585.1_trna_2922	83	30.8017	5	2.61308
lcl|CP014585.1_mrna_2923	659	401.769	867	34.7376
lcl|CP014585.1_mrna_2924	612	354.797	482	21.8687
lcl|CP014585.1_mrna_2925	453	196.49	2944	241.186
lcl|CP014585.1_mrna_2926	1845	1587.68	8704	88.2496
lcl|CP014585.1_mrna_2927	1293	1035.68	2991	46.4888
lcl|CP014585.1_mrna_2928	1352	1094.68	10464.7	153.886
lcl|CP014585.1_mrna_2929	1647	1389.68	502.271	5.81809
lcl|CP014585.1_mrna_2930	2340	2082.68	3171	24.5093
lcl|CP014585.1_mrna_2931	1059	801.677	612	12.2888
lcl|CP014585.1_mrna_2932	975	717.677	70894	1590.14
lcl|CP014585.1_mrna_2933	456	199.437	199	16.0621
lcl|CP014585.1_mrna_2934	1203	945.677	12326	209.814
lcl|CP014585.1_mrna_2935	1023	765.677	6609.03	138.947
lcl|CP014585.1_mrna_2936	2282	2024.68	3911.97	31.1026
lcl|CP014585.1_mrna_2937	1059	801.677	1587	31.8664
lcl|CP014585.1_mrna_2938	1137	879.677	1909	34.9332
lcl|CP014585.1_mrna_2939	321	79.4228	0	0
lcl|CP014585.1_mrna_2940	1758	1500.68	23646	253.645
lcl|CP014585.1_mrna_2941	1092	834.677	10594	204.314
lcl|CP014585.1_mrna_2942	951	693.677	2963	68.7591
lcl|CP014585.1_mrna_2943	327	83.6218	70714	13612.6
lcl|CP014585.1_mrna_2944	2007	1749.68	3759	34.5836
lcl|CP014585.1_mrna_2945	1975	1717.68	2603	24.3943
lcl|CP014585.1_mrna_2946	1479	1221.68	10603	139.71
lcl|CP014585.1_mrna_2947	1042	784.677	2086.96	42.8134
lcl|CP014585.1_mrna_2948	849	591.693	2108.04	57.3507
lcl|CP014585.1_mrna_2949	1833	1575.68	9725.99	99.3625
lcl|CP014585.1_mrna_2950	1949	1691.68	2654.01	25.2546
lcl|CP014585.1_mrna_2951	1629	1371.68	3415	40.077
lcl|CP014585.1_mrna_2952	1404	1146.68	1057	14.8385
lcl|CP014585.1_mrna_2953	552	294.873	3673	200.513
lcl|CP014585.1_mrna_2954	1872	1614.68	1921	19.1513
lcl|CP014585.1_mrna_2955	3873	3615.68	2615	11.6423
lcl|CP014585.1_mrna_2956	744	486.71	2965	98.0641
lcl|CP014585.1_mrna_2957	2335	2077.68	205.573	1.59274
lcl|CP014585.1_mrna_2958	708	450.726	2648.43	94.587
lcl|CP014585.1_mrna_2959	2669	2411.68	2092	13.9636
lcl|CP014585.1_mrna_2960	619	361.791	2722	121.112
lcl|CP014585.1_mrna_2961	1344	1086.68	876	12.9766
lcl|CP014585.1_mrna_2962	3193	2935.68	2025.11	11.1044
lcl|CP014585.1_mrna_2963	3686	3428.68	2061.89	9.68043
lcl|CP014585.1_mrna_2964	1176	918.677	8113	142.159
lcl|CP014585.1_mrna_2965	2250	1992.68	11463	92.6014
lcl|CP014585.1_mrna_2966	309	71.5447	2086	469.346
lcl|CP014585.1_mrna_2967	1693	1435.68	2645	29.6568
lcl|CP014585.1_mrna_2968	2566	2308.68	2964	20.6667
lcl|CP014585.1_mrna_2969	516	258.958	15782	981.043
lcl|CP014585.1_mrna_2970	1044	786.677	1286	26.3148
lcl|CP014585.1_mrna_2971	4652	4394.68	10748	39.3692
lcl|CP014585.1_mrna_2972	530	272.923	3276	193.224
lcl|CP014585.1_mrna_2973	4691	4433.68	1358	4.93051
lcl|CP014585.1_mrna_2974	2391	2133.68	257.007	1.93897
lcl|CP014585.1_mrna_2975	4449	4191.68	3231.99	12.4119
lcl|CP014585.1_mrna_2976	2598	2340.68	2686	18.4723
lcl|CP014585.1_mrna_2977	5017	4759.68	5953.43	20.1347
lcl|CP014585.1_mrna_2978	1191	933.677	65779.6	1134.1
lcl|CP014585.1_mrna_2979	1210	952.677	9983.18	168.686
lcl|CP014585.1_mrna_2980	2162	1904.68	2728.82	23.0627
lcl|CP014585.1_mrna_2981	303	67.8832	0	0
lcl|CP014585.1_mrna_2982	1255	997.677	2054	33.1411
lcl|CP014585.1_mrna_2983	1042	784.677	4342	89.0748
lcl|CP014585.1_mrna_2984	857	599.693	11093	297.767
lcl|CP014585.1_mrna_2985	771	513.706	5700	178.614
lcl|CP014585.1_mrna_2986	1311	1053.68	840	12.833
lcl|CP014585.1_mrna_2987	1599	1341.68	218	2.61556
lcl|CP014585.1_mrna_2988	855	597.693	10170	273.904
lcl|CP014585.1_mrna_2989	2541	2283.68	730.97	5.15253
lcl|CP014585.1_mrna_2990	2562	2304.68	1540.03	10.7566
lcl|CP014585.1_mrna_2991	1021	763.677	4127	86.9923
lcl|CP014585.1_mrna_2992	2197	1939.68	2911	24.1584
lcl|CP014585.1_mrna_2993	567	309.843	655.375	34.049
lcl|CP014585.1_mrna_2994	783	525.702	10225.6	313.117
lcl|CP014585.1_mrna_2995	2643	2385.68	1335	9.00794
lcl|CP014585.1_rrna_2996	117	25.1609	16.4618	10.532
lcl|CP014585.1_mrna_2997	993	735.677	1269	27.7671
lcl|CP014585.1_mrna_2998	757	499.71	2179.69	70.2154
lcl|CP014585.1_mrna_2999	1603	1345.68	2653.31	31.7397
lcl|CP014585.1_mrna_3000	1735	1477.68	1830	19.9355
lcl|CP014585.1_mrna_3001	1029	771.677	4187	87.3421
lcl|CP014585.1_mrna_3002	1410	1152.68	2285.11	31.9121
lcl|CP014585.1_mrna_3003	2517	2259.68	6515.89	46.4177
lcl|CP014585.1_mrna_3004	594	336.808	211	10.0845
lcl|CP014585.1_mrna_3005	2561	2303.68	2756.95	19.2647
lcl|CP014585.1_mrna_3006	1101	843.677	313.051	5.97303
